record_id,stadium_code,stadium_name,home_team,store_facility,zone_location,floor,side,in_stadium_flag,evidence_type,evidence_subtype,source,source_url,verified_at,status,notes,content
SC_FOOD_JAMSIL_011,JAMSIL,잠실야구장,"LG,DOOSAN",이쁜여우핫도그,외부 외야~1루,외부,외야~1루,N,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%84%9c%ec%9a%b8-%ec%9e%a0%ec%8b%a4%ec%95%bc%ea%b5%ac%ec%9e%a5-%eb%a8%b9%ea%b1%b0%eb%a6%ac-%ec%99%b8%eb%b6%80-%ec%99%b8%ec%95%bc1%eb%a3%a8/,2026-09-10,PARTIAL,구역 단위 위치. 정확한 매장 좌표 아님,"[잠실야구장] stadium_code: JAMSIL / stadium_name: 잠실야구장 / home_team: LG,DOOSAN / store_facility: 이쁜여우핫도그 / zone_location: 외부 외야~1루 / floor: 외부 / side: 외야~1루 / in_stadium_flag: N / notes: 구역 단위 위치. 정확한 매장 좌표 아님 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)"
SC_FOOD_JAMSIL_012,JAMSIL,잠실야구장,"LG,DOOSAN",버거리,외부 외야~1루,외부,외야~1루,N,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%84%9c%ec%9a%b8-%ec%9e%a0%ec%8b%a4%ec%95%bc%ea%b5%ac%ec%9e%a5-%eb%a8%b9%ea%b1%b0%eb%a6%ac-%ec%99%b8%eb%b6%80-%ec%99%b8%ec%95%bc1%eb%a3%a8/,2026-09-10,PARTIAL,구역 단위 위치. 정확한 매장 좌표 아님,"[잠실야구장] stadium_code: JAMSIL / stadium_name: 잠실야구장 / home_team: LG,DOOSAN / store_facility: 버거리 / zone_location: 외부 외야~1루 / floor: 외부 / side: 외야~1루 / in_stadium_flag: N / notes: 구역 단위 위치. 정확한 매장 좌표 아님 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)"
SC_FOOD_JAMSIL_013,JAMSIL,잠실야구장,"LG,DOOSAN",스테이션,외부 외야~1루,외부,외야~1루,N,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%84%9c%ec%9a%b8-%ec%9e%a0%ec%8b%a4%ec%95%bc%ea%b5%ac%ec%9e%a5-%eb%a8%b9%ea%b1%b0%eb%a6%ac-%ec%99%b8%eb%b6%80-%ec%99%b8%ec%95%bc1%eb%a3%a8/,2026-09-10,PARTIAL,구역 단위 위치. 정확한 매장 좌표 아님,"[잠실야구장] stadium_code: JAMSIL / stadium_name: 잠실야구장 / home_team: LG,DOOSAN / store_facility: 스테이션 / zone_location: 외부 외야~1루 / floor: 외부 / side: 외야~1루 / in_stadium_flag: N / notes: 구역 단위 위치. 정확한 매장 좌표 아님 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)"
SC_FOOD_JAMSIL_014,JAMSIL,잠실야구장,"LG,DOOSAN",빙동댕,외부 외야~1루,외부,외야~1루,N,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%84%9c%ec%9a%b8-%ec%9e%a0%ec%8b%a4%ec%95%bc%ea%b5%ac%ec%9e%a5-%eb%a8%b9%ea%b1%b0%eb%a6%ac-%ec%99%b8%eb%b6%80-%ec%99%b8%ec%95%bc1%eb%a3%a8/,2026-09-10,PARTIAL,구역 단위 위치. 정확한 매장 좌표 아님,"[잠실야구장] stadium_code: JAMSIL / stadium_name: 잠실야구장 / home_team: LG,DOOSAN / store_facility: 빙동댕 / zone_location: 외부 외야~1루 / floor: 외부 / side: 외야~1루 / in_stadium_flag: N / notes: 구역 단위 위치. 정확한 매장 좌표 아님 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)"
SC_FOOD_JAMSIL_015,JAMSIL,잠실야구장,"LG,DOOSAN",GS25,외부 외야~1루,외부,외야~1루,N,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%84%9c%ec%9a%b8-%ec%9e%a0%ec%8b%a4%ec%95%bc%ea%b5%ac%ec%9e%a5-%eb%a8%b9%ea%b1%b0%eb%a6%ac-%ec%99%b8%eb%b6%80-%ec%99%b8%ec%95%bc1%eb%a3%a8/,2026-09-10,PARTIAL,구역 단위 위치. 정확한 매장 좌표 아님,"[잠실야구장] stadium_code: JAMSIL / stadium_name: 잠실야구장 / home_team: LG,DOOSAN / store_facility: GS25 / zone_location: 외부 외야~1루 / floor: 외부 / side: 외야~1루 / in_stadium_flag: N / notes: 구역 단위 위치. 정확한 매장 좌표 아님 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)"
SC_FOOD_JAMSIL_016,JAMSIL,잠실야구장,"LG,DOOSAN",GS25 분식,외부 외야~1루,외부,외야~1루,N,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%84%9c%ec%9a%b8-%ec%9e%a0%ec%8b%a4%ec%95%bc%ea%b5%ac%ec%9e%a5-%eb%a8%b9%ea%b1%b0%eb%a6%ac-%ec%99%b8%eb%b6%80-%ec%99%b8%ec%95%bc1%eb%a3%a8/,2026-09-10,PARTIAL,구역 단위 위치. 정확한 매장 좌표 아님,"[잠실야구장] stadium_code: JAMSIL / stadium_name: 잠실야구장 / home_team: LG,DOOSAN / store_facility: GS25 분식 / zone_location: 외부 외야~1루 / floor: 외부 / side: 외야~1루 / in_stadium_flag: N / notes: 구역 단위 위치. 정확한 매장 좌표 아님 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)"
SC_FOOD_JAMSIL_017,JAMSIL,잠실야구장,"LG,DOOSAN",KFC치킨,외부 1루,외부,1루,N,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%84%9c%ec%9a%b8-%ec%9e%a0%ec%8b%a4%ec%95%bc%ea%b5%ac%ec%9e%a5-%eb%a8%b9%ea%b1%b0%eb%a6%ac-%ec%99%b8%eb%b6%80-1%eb%a3%a8/,2026-09-10,PARTIAL,구역 단위 위치. 정확한 매장 좌표 아님,"[잠실야구장] stadium_code: JAMSIL / stadium_name: 잠실야구장 / home_team: LG,DOOSAN / store_facility: KFC치킨 / zone_location: 외부 1루 / floor: 외부 / side: 1루 / in_stadium_flag: N / notes: 구역 단위 위치. 정확한 매장 좌표 아님 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)"
SC_FOOD_JAMSIL_018,JAMSIL,잠실야구장,"LG,DOOSAN",광장식당,외부 1루,외부,1루,N,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%84%9c%ec%9a%b8-%ec%9e%a0%ec%8b%a4%ec%95%bc%ea%b5%ac%ec%9e%a5-%eb%a8%b9%ea%b1%b0%eb%a6%ac-%ec%99%b8%eb%b6%80-1%eb%a3%a8/,2026-09-10,PARTIAL,구역 단위 위치. 정확한 매장 좌표 아님,"[잠실야구장] stadium_code: JAMSIL / stadium_name: 잠실야구장 / home_team: LG,DOOSAN / store_facility: 광장식당 / zone_location: 외부 1루 / floor: 외부 / side: 1루 / in_stadium_flag: N / notes: 구역 단위 위치. 정확한 매장 좌표 아님 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)"
SC_FOOD_JAMSIL_019,JAMSIL,잠실야구장,"LG,DOOSAN",꼬꼬닭 닭강정,외부 1루,외부,1루,N,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%84%9c%ec%9a%b8-%ec%9e%a0%ec%8b%a4%ec%95%bc%ea%b5%ac%ec%9e%a5-%eb%a8%b9%ea%b1%b0%eb%a6%ac-%ec%99%b8%eb%b6%80-1%eb%a3%a8/,2026-09-10,PARTIAL,구역 단위 위치. 정확한 매장 좌표 아님,"[잠실야구장] stadium_code: JAMSIL / stadium_name: 잠실야구장 / home_team: LG,DOOSAN / store_facility: 꼬꼬닭 닭강정 / zone_location: 외부 1루 / floor: 외부 / side: 1루 / in_stadium_flag: N / notes: 구역 단위 위치. 정확한 매장 좌표 아님 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)"
SC_FOOD_JAMSIL_020,JAMSIL,잠실야구장,"LG,DOOSAN",도미노피자,외부 1루,외부,1루,N,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%84%9c%ec%9a%b8-%ec%9e%a0%ec%8b%a4%ec%95%bc%ea%b5%ac%ec%9e%a5-%eb%a8%b9%ea%b1%b0%eb%a6%ac-%ec%99%b8%eb%b6%80-1%eb%a3%a8/,2026-09-10,PARTIAL,구역 단위 위치. 정확한 매장 좌표 아님,"[잠실야구장] stadium_code: JAMSIL / stadium_name: 잠실야구장 / home_team: LG,DOOSAN / store_facility: 도미노피자 / zone_location: 외부 1루 / floor: 외부 / side: 1루 / in_stadium_flag: N / notes: 구역 단위 위치. 정확한 매장 좌표 아님 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)"
SC_FOOD_JAMSIL_021,JAMSIL,잠실야구장,"LG,DOOSAN",홈런마트,외부 1루,외부,1루,N,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%84%9c%ec%9a%b8-%ec%9e%a0%ec%8b%a4%ec%95%bc%ea%b5%ac%ec%9e%a5-%eb%a8%b9%ea%b1%b0%eb%a6%ac-%ec%99%b8%eb%b6%80-1%eb%a3%a8/,2026-09-10,PARTIAL,구역 단위 위치. 정확한 매장 좌표 아님,"[잠실야구장] stadium_code: JAMSIL / stadium_name: 잠실야구장 / home_team: LG,DOOSAN / store_facility: 홈런마트 / zone_location: 외부 1루 / floor: 외부 / side: 1루 / in_stadium_flag: N / notes: 구역 단위 위치. 정확한 매장 좌표 아님 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)"
SC_FOOD_JAMSIL_022,JAMSIL,잠실야구장,"LG,DOOSAN",미스터피자,내부 3루 2층,2층,3루,Y,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%84%9c%ec%9a%b8-%ec%9e%a0%ec%8b%a4%ec%95%bc%ea%b5%ac%ec%9e%a5-%eb%a8%b9%ea%b1%b0%eb%a6%ac-3%eb%a3%a8-2%ec%b8%b5/,2026-09-10,PARTIAL,구역 단위 위치. 정확한 매장 좌표 아님,"[잠실야구장] stadium_code: JAMSIL / stadium_name: 잠실야구장 / home_team: LG,DOOSAN / store_facility: 미스터피자 / zone_location: 내부 3루 2층 / floor: 2층 / side: 3루 / in_stadium_flag: Y / notes: 구역 단위 위치. 정확한 매장 좌표 아님 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)"
SC_FOOD_JAMSIL_023,JAMSIL,잠실야구장,"LG,DOOSAN",GS25,내부 3루 2층,2층,3루,Y,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%84%9c%ec%9a%b8-%ec%9e%a0%ec%8b%a4%ec%95%bc%ea%b5%ac%ec%9e%a5-%eb%a8%b9%ea%b1%b0%eb%a6%ac-3%eb%a3%a8-2%ec%b8%b5/,2026-09-10,PARTIAL,구역 단위 위치. 정확한 매장 좌표 아님,"[잠실야구장] stadium_code: JAMSIL / stadium_name: 잠실야구장 / home_team: LG,DOOSAN / store_facility: GS25 / zone_location: 내부 3루 2층 / floor: 2층 / side: 3루 / in_stadium_flag: Y / notes: 구역 단위 위치. 정확한 매장 좌표 아님 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)"
SC_FOOD_JAMSIL_024,JAMSIL,잠실야구장,"LG,DOOSAN",타코잇,내부 3루 2층,2층,3루,Y,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%84%9c%ec%9a%b8-%ec%9e%a0%ec%8b%a4%ec%95%bc%ea%b5%ac%ec%9e%a5-%eb%a8%b9%ea%b1%b0%eb%a6%ac-3%eb%a3%a8-2%ec%b8%b5/,2026-09-10,PARTIAL,구역 단위 위치. 정확한 매장 좌표 아님,"[잠실야구장] stadium_code: JAMSIL / stadium_name: 잠실야구장 / home_team: LG,DOOSAN / store_facility: 타코잇 / zone_location: 내부 3루 2층 / floor: 2층 / side: 3루 / in_stadium_flag: Y / notes: 구역 단위 위치. 정확한 매장 좌표 아님 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)"
SC_FOOD_JAMSIL_025,JAMSIL,잠실야구장,"LG,DOOSAN",XOXO핫도그,내부 3루 2층,2층,3루,Y,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%84%9c%ec%9a%b8-%ec%9e%a0%ec%8b%a4%ec%95%bc%ea%b5%ac%ec%9e%a5-%eb%a8%b9%ea%b1%b0%eb%a6%ac-3%eb%a3%a8-2%ec%b8%b5/,2026-09-10,PARTIAL,구역 단위 위치. 정확한 매장 좌표 아님,"[잠실야구장] stadium_code: JAMSIL / stadium_name: 잠실야구장 / home_team: LG,DOOSAN / store_facility: XOXO핫도그 / zone_location: 내부 3루 2층 / floor: 2층 / side: 3루 / in_stadium_flag: Y / notes: 구역 단위 위치. 정확한 매장 좌표 아님 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)"
SC_FOOD_JAMSIL_026,JAMSIL,잠실야구장,"LG,DOOSAN",보영만두,내부 3루 2층,2층,3루,Y,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%84%9c%ec%9a%b8-%ec%9e%a0%ec%8b%a4%ec%95%bc%ea%b5%ac%ec%9e%a5-%eb%a8%b9%ea%b1%b0%eb%a6%ac-3%eb%a3%a8-2%ec%b8%b5/,2026-09-10,PARTIAL,구역 단위 위치. 정확한 매장 좌표 아님,"[잠실야구장] stadium_code: JAMSIL / stadium_name: 잠실야구장 / home_team: LG,DOOSAN / store_facility: 보영만두 / zone_location: 내부 3루 2층 / floor: 2층 / side: 3루 / in_stadium_flag: Y / notes: 구역 단위 위치. 정확한 매장 좌표 아님 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)"
SC_FOOD_JAMSIL_027,JAMSIL,잠실야구장,"LG,DOOSAN",달콤커피,내부 3루 2층,2층,3루,Y,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%84%9c%ec%9a%b8-%ec%9e%a0%ec%8b%a4%ec%95%bc%ea%b5%ac%ec%9e%a5-%eb%a8%b9%ea%b1%b0%eb%a6%ac-3%eb%a3%a8-2%ec%b8%b5/,2026-09-10,PARTIAL,구역 단위 위치. 정확한 매장 좌표 아님,"[잠실야구장] stadium_code: JAMSIL / stadium_name: 잠실야구장 / home_team: LG,DOOSAN / store_facility: 달콤커피 / zone_location: 내부 3루 2층 / floor: 2층 / side: 3루 / in_stadium_flag: Y / notes: 구역 단위 위치. 정확한 매장 좌표 아님 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)"
SC_FOOD_JAMSIL_028,JAMSIL,잠실야구장,"LG,DOOSAN",BBQ치킨,내부 3루 2층,2층,3루,Y,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%84%9c%ec%9a%b8-%ec%9e%a0%ec%8b%a4%ec%95%bc%ea%b5%ac%ec%9e%a5-%eb%a8%b9%ea%b1%b0%eb%a6%ac-3%eb%a3%a8-2%ec%b8%b5/,2026-09-10,PARTIAL,구역 단위 위치. 정확한 매장 좌표 아님,"[잠실야구장] stadium_code: JAMSIL / stadium_name: 잠실야구장 / home_team: LG,DOOSAN / store_facility: BBQ치킨 / zone_location: 내부 3루 2층 / floor: 2층 / side: 3루 / in_stadium_flag: Y / notes: 구역 단위 위치. 정확한 매장 좌표 아님 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)"
SC_FOOD_JAMSIL_029,JAMSIL,잠실야구장,"LG,DOOSAN",요아정,내부 3루 2층,2층,3루,Y,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%84%9c%ec%9a%b8-%ec%9e%a0%ec%8b%a4%ec%95%bc%ea%b5%ac%ec%9e%a5-%eb%a8%b9%ea%b1%b0%eb%a6%ac-3%eb%a3%a8-2%ec%b8%b5/,2026-09-10,PARTIAL,구역 단위 위치. 정확한 매장 좌표 아님,"[잠실야구장] stadium_code: JAMSIL / stadium_name: 잠실야구장 / home_team: LG,DOOSAN / store_facility: 요아정 / zone_location: 내부 3루 2층 / floor: 2층 / side: 3루 / in_stadium_flag: Y / notes: 구역 단위 위치. 정확한 매장 좌표 아님 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)"
SC_FOOD_JAMSIL_030,JAMSIL,잠실야구장,"LG,DOOSAN",수내닭꼬치,내부 3루 2층,2층,3루,Y,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%84%9c%ec%9a%b8-%ec%9e%a0%ec%8b%a4%ec%95%bc%ea%b5%ac%ec%9e%a5-%eb%a8%b9%ea%b1%b0%eb%a6%ac-3%eb%a3%a8-2%ec%b8%b5/,2026-09-10,PARTIAL,구역 단위 위치. 정확한 매장 좌표 아님,"[잠실야구장] stadium_code: JAMSIL / stadium_name: 잠실야구장 / home_team: LG,DOOSAN / store_facility: 수내닭꼬치 / zone_location: 내부 3루 2층 / floor: 2층 / side: 3루 / in_stadium_flag: Y / notes: 구역 단위 위치. 정확한 매장 좌표 아님 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)"
