record_id,stadium_code,stadium_name,home_team,store_facility,floor,zone_location,map_label,menu_category_official,location_qty,operating_hours_official,evidence_type,evidence_subtype,source_id,source_url,verified_at,status,notes,content
F086,GOCHEOK,고척스카이돔,KIWOOM,bk버거,내야 4층,24~25번 통로 사이,4,"한우버거세트, 수제핫도그세트",1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기,"[고척스카이돔] stadium_code: GOCHEOK / stadium_name: 고척스카이돔 / home_team: KIWOOM / store_facility: bk버거 / floor: 내야 4층 / zone_location: 24~25번 통로 사이 / map_label: 4 / menu_category_official: 한우버거세트, 수제핫도그세트 / location_qty: 1 / notes: 매장별 운영시간은 공식 안내에 미표기"
F087,GOCHEOK,고척스카이돔,KIWOOM,BBQ,내야 4층,26~27번 통로 사이,5,"크런치순살크래커, 바사칸윙, 생맥주",1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기,"[고척스카이돔] stadium_code: GOCHEOK / stadium_name: 고척스카이돔 / home_team: KIWOOM / store_facility: BBQ / floor: 내야 4층 / zone_location: 26~27번 통로 사이 / map_label: 5 / menu_category_official: 크런치순살크래커, 바사칸윙, 생맥주 / location_qty: 1 / notes: 매장별 운영시간은 공식 안내에 미표기"
F088,GOCHEOK,고척스카이돔,KIWOOM,브리쉘프라이,내야 4층,26~27번 통로 사이,5,"홈런세트, 안타세트, 키즈세트",1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기,"[고척스카이돔] stadium_code: GOCHEOK / stadium_name: 고척스카이돔 / home_team: KIWOOM / store_facility: 브리쉘프라이 / floor: 내야 4층 / zone_location: 26~27번 통로 사이 / map_label: 5 / menu_category_official: 홈런세트, 안타세트, 키즈세트 / location_qty: 1 / notes: 매장별 운영시간은 공식 안내에 미표기"
F089,GOCHEOK,고척스카이돔,KIWOOM,카츄마마,내야 4층,28~29번 통로 사이,6,"김볶돈, 투움바우돈, 열무돈",1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기,"[고척스카이돔] stadium_code: GOCHEOK / stadium_name: 고척스카이돔 / home_team: KIWOOM / store_facility: 카츄마마 / floor: 내야 4층 / zone_location: 28~29번 통로 사이 / map_label: 6 / menu_category_official: 김볶돈, 투움바우돈, 열무돈 / location_qty: 1 / notes: 매장별 운영시간은 공식 안내에 미표기"
F090,GOCHEOK,고척스카이돔,KIWOOM,우이락,내야 4층,28~29번 통로 사이,7,"고추튀김, 생맥주",1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기,"[고척스카이돔] stadium_code: GOCHEOK / stadium_name: 고척스카이돔 / home_team: KIWOOM / store_facility: 우이락 / floor: 내야 4층 / zone_location: 28~29번 통로 사이 / map_label: 7 / menu_category_official: 고추튀김, 생맥주 / location_qty: 1 / notes: 매장별 운영시간은 공식 안내에 미표기"
F091,GOCHEOK,고척스카이돔,KIWOOM,편의점,내야 4층,28~29번 통로 사이,8,"캔맥주, 음료, 각종 스낵, 마른 안주",1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기,"[고척스카이돔] stadium_code: GOCHEOK / stadium_name: 고척스카이돔 / home_team: KIWOOM / store_facility: 편의점 / floor: 내야 4층 / zone_location: 28~29번 통로 사이 / map_label: 8 / menu_category_official: 캔맥주, 음료, 각종 스낵, 마른 안주 / location_qty: 1 / notes: 매장별 운영시간은 공식 안내에 미표기"
F092,GOCHEOK,고척스카이돔,KIWOOM,자담치킨,내야 4층,28~29번 통로 사이,8,"맵슐랭크런치순살, 양념크런치순살",1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기,"[고척스카이돔] stadium_code: GOCHEOK / stadium_name: 고척스카이돔 / home_team: KIWOOM / store_facility: 자담치킨 / floor: 내야 4층 / zone_location: 28~29번 통로 사이 / map_label: 8 / menu_category_official: 맵슐랭크런치순살, 양념크런치순살 / location_qty: 1 / notes: 매장별 운영시간은 공식 안내에 미표기"
F093,GOCHEOK,고척스카이돔,KIWOOM,편의점,외야 3층,4번 통로 맞은편,1,"캔맥주, 음료, 각종 스낵, 마른 안주",1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기,"[고척스카이돔] stadium_code: GOCHEOK / stadium_name: 고척스카이돔 / home_team: KIWOOM / store_facility: 편의점 / floor: 외야 3층 / zone_location: 4번 통로 맞은편 / map_label: 1 / menu_category_official: 캔맥주, 음료, 각종 스낵, 마른 안주 / location_qty: 1 / notes: 매장별 운영시간은 공식 안내에 미표기"
F094,GOCHEOK,고척스카이돔,KIWOOM,스트릿츄러스,외야 3층,4번 통로 맞은편,2,"츄러스, 아이스크림츄러스",1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기,"[고척스카이돔] stadium_code: GOCHEOK / stadium_name: 고척스카이돔 / home_team: KIWOOM / store_facility: 스트릿츄러스 / floor: 외야 3층 / zone_location: 4번 통로 맞은편 / map_label: 2 / menu_category_official: 츄러스, 아이스크림츄러스 / location_qty: 1 / notes: 매장별 운영시간은 공식 안내에 미표기"
F095,GOCHEOK,고척스카이돔,KIWOOM,BHC,외야 3층,4번 통로 맞은편,3,"크런치순살크래커, 바사칸윙, 생맥주",1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기,"[고척스카이돔] stadium_code: GOCHEOK / stadium_name: 고척스카이돔 / home_team: KIWOOM / store_facility: BHC / floor: 외야 3층 / zone_location: 4번 통로 맞은편 / map_label: 3 / menu_category_official: 크런치순살크래커, 바사칸윙, 생맥주 / location_qty: 1 / notes: 매장별 운영시간은 공식 안내에 미표기"
F096,GOCHEOK,고척스카이돔,KIWOOM,BBQ,외야 3층,4번 통로 맞은편,4,"크런치순살크래커, 바사칸윙, 생맥주",1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기,"[고척스카이돔] stadium_code: GOCHEOK / stadium_name: 고척스카이돔 / home_team: KIWOOM / store_facility: BBQ / floor: 외야 3층 / zone_location: 4번 통로 맞은편 / map_label: 4 / menu_category_official: 크런치순살크래커, 바사칸윙, 생맥주 / location_qty: 1 / notes: 매장별 운영시간은 공식 안내에 미표기"
F097,GOCHEOK,고척스카이돔,KIWOOM,명량핫도그,외야 3층,4번 통로 맞은편,4,"케이준감자콤보, 통모짜 핫도그",1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기,"[고척스카이돔] stadium_code: GOCHEOK / stadium_name: 고척스카이돔 / home_team: KIWOOM / store_facility: 명량핫도그 / floor: 외야 3층 / zone_location: 4번 통로 맞은편 / map_label: 4 / menu_category_official: 케이준감자콤보, 통모짜 핫도그 / location_qty: 1 / notes: 매장별 운영시간은 공식 안내에 미표기"
F098,GOCHEOK,고척스카이돔,KIWOOM,매머드커피,외야 3층,1~2번 통로 사이,5,"아메리카노, 라떼, 에이드",1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기,"[고척스카이돔] stadium_code: GOCHEOK / stadium_name: 고척스카이돔 / home_team: KIWOOM / store_facility: 매머드커피 / floor: 외야 3층 / zone_location: 1~2번 통로 사이 / map_label: 5 / menu_category_official: 아메리카노, 라떼, 에이드 / location_qty: 1 / notes: 매장별 운영시간은 공식 안내에 미표기"
F099,GOCHEOK,고척스카이돔,KIWOOM,PIZZA,외야 3층,1~2번 통로 사이,6,"불고기피자, 페퍼로니피자",1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기,"[고척스카이돔] stadium_code: GOCHEOK / stadium_name: 고척스카이돔 / home_team: KIWOOM / store_facility: PIZZA / floor: 외야 3층 / zone_location: 1~2번 통로 사이 / map_label: 6 / menu_category_official: 불고기피자, 페퍼로니피자 / location_qty: 1 / notes: 매장별 운영시간은 공식 안내에 미표기"
F100,GOCHEOK,고척스카이돔,KIWOOM,스테프핫도그,외야 3층,1~2번 통로 사이,6,"스테프핫도그, 플레인핫도그, 칠리핫도그",1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기,"[고척스카이돔] stadium_code: GOCHEOK / stadium_name: 고척스카이돔 / home_team: KIWOOM / store_facility: 스테프핫도그 / floor: 외야 3층 / zone_location: 1~2번 통로 사이 / map_label: 6 / menu_category_official: 스테프핫도그, 플레인핫도그, 칠리핫도그 / location_qty: 1 / notes: 매장별 운영시간은 공식 안내에 미표기"
F101,GOCHEOK,고척스카이돔,KIWOOM,브리쉘프라이,외야 3층,1번 통로 맞은편,7,"홈런세트, 안타세트, 키즈세트",1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기,"[고척스카이돔] stadium_code: GOCHEOK / stadium_name: 고척스카이돔 / home_team: KIWOOM / store_facility: 브리쉘프라이 / floor: 외야 3층 / zone_location: 1번 통로 맞은편 / map_label: 7 / menu_category_official: 홈런세트, 안타세트, 키즈세트 / location_qty: 1 / notes: 매장별 운영시간은 공식 안내에 미표기"
F102,GOCHEOK,고척스카이돔,KIWOOM,편의점,외야 3층,1번 통로 맞은편,8,"캔맥주, 음료, 각종 스낵, 마른 안주",1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기,"[고척스카이돔] stadium_code: GOCHEOK / stadium_name: 고척스카이돔 / home_team: KIWOOM / store_facility: 편의점 / floor: 외야 3층 / zone_location: 1번 통로 맞은편 / map_label: 8 / menu_category_official: 캔맥주, 음료, 각종 스낵, 마른 안주 / location_qty: 1 / notes: 매장별 운영시간은 공식 안내에 미표기"
F103,GOCHEOK,고척스카이돔,KIWOOM,땅땅치킨,외야 3층,2~3번 통로 사이,9,"허브순살치킨, 땡초마요찹스",1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기,"[고척스카이돔] stadium_code: GOCHEOK / stadium_name: 고척스카이돔 / home_team: KIWOOM / store_facility: 땅땅치킨 / floor: 외야 3층 / zone_location: 2~3번 통로 사이 / map_label: 9 / menu_category_official: 허브순살치킨, 땡초마요찹스 / location_qty: 1 / notes: 매장별 운영시간은 공식 안내에 미표기"
F104,GOCHEOK,고척스카이돔,KIWOOM,펠리돔,외야 3층,2~3번 통로 사이,10,"타코, 젤라또아이스크림",1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기,"[고척스카이돔] stadium_code: GOCHEOK / stadium_name: 고척스카이돔 / home_team: KIWOOM / store_facility: 펠리돔 / floor: 외야 3층 / zone_location: 2~3번 통로 사이 / map_label: 10 / menu_category_official: 타코, 젤라또아이스크림 / location_qty: 1 / notes: 매장별 운영시간은 공식 안내에 미표기"
F105,GOCHEOK,고척스카이돔,KIWOOM,올리브떡볶이,외야 3층,2~3번 통로 사이,11,"떡볶이, 순대, 튀김",1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기,"[고척스카이돔] stadium_code: GOCHEOK / stadium_name: 고척스카이돔 / home_team: KIWOOM / store_facility: 올리브떡볶이 / floor: 외야 3층 / zone_location: 2~3번 통로 사이 / map_label: 11 / menu_category_official: 떡볶이, 순대, 튀김 / location_qty: 1 / notes: 매장별 운영시간은 공식 안내에 미표기"
F106,GOCHEOK,고척스카이돔,KIWOOM,자담치킨,외야 4층,25~26번 통로 사이,1,"맵슐랭크런치순살, 양념크런치순살",1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기,"[고척스카이돔] stadium_code: GOCHEOK / stadium_name: 고척스카이돔 / home_team: KIWOOM / store_facility: 자담치킨 / floor: 외야 4층 / zone_location: 25~26번 통로 사이 / map_label: 1 / menu_category_official: 맵슐랭크런치순살, 양념크런치순살 / location_qty: 1 / notes: 매장별 운영시간은 공식 안내에 미표기"
F107,GOCHEOK,고척스카이돔,KIWOOM,멕시카나강정,외야 4층,25~26번 통로 사이,2,양념닭강정,1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기,[고척스카이돔] stadium_code: GOCHEOK / stadium_name: 고척스카이돔 / home_team: KIWOOM / store_facility: 멕시카나강정 / floor: 외야 4층 / zone_location: 25~26번 통로 사이 / map_label: 2 / menu_category_official: 양념닭강정 / location_qty: 1 / notes: 매장별 운영시간은 공식 안내에 미표기
F108,GOCHEOK,고척스카이돔,KIWOOM,쉬림프쉐프,외야 4층,21~22번 통로 사이,3,"크림새우, 마라새우",1,,OFFICIAL,OFFICIAL_GUIDE_PAGE,S14,https://heroesbaseball.co.kr/mobile/heroes/stadium/skydome.do,2026-09-04,CONFIRMED,매장별 운영시간은 공식 안내에 미표기,"[고척스카이돔] stadium_code: GOCHEOK / stadium_name: 고척스카이돔 / home_team: KIWOOM / store_facility: 쉬림프쉐프 / floor: 외야 4층 / zone_location: 21~22번 통로 사이 / map_label: 3 / menu_category_official: 크림새우, 마라새우 / location_qty: 1 / notes: 매장별 운영시간은 공식 안내에 미표기"
F109,MUNHAK,인천 SSG 랜더스필드,SSG,버거원더스,1층,1루,,햄버거,1,,OFFICIAL,OFFICIAL_GUIDE_APP,S03,https://app.ssglanders.com/stadium,2026-09-04,CONFIRMED,,[인천 SSG 랜더스필드] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / home_team: SSG / store_facility: 버거원더스 / floor: 1층 / zone_location: 1루 / menu_category_official: 햄버거 / location_qty: 1
F110,MUNHAK,인천 SSG 랜더스필드,SSG,국대떡볶이,1층,1루,,분식,1,,OFFICIAL,OFFICIAL_GUIDE_APP,S03,https://app.ssglanders.com/stadium,2026-09-04,CONFIRMED,,[인천 SSG 랜더스필드] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / home_team: SSG / store_facility: 국대떡볶이 / floor: 1층 / zone_location: 1루 / menu_category_official: 분식 / location_qty: 1
F111,MUNHAK,인천 SSG 랜더스필드,SSG,BHC/드림마켓,1층,1루,,"치킨/라면, 닭강정, 핫도그",1,,OFFICIAL,OFFICIAL_GUIDE_APP,S03,https://app.ssglanders.com/stadium,2026-09-04,CONFIRMED,,"[인천 SSG 랜더스필드] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / home_team: SSG / store_facility: BHC/드림마켓 / floor: 1층 / zone_location: 1루 / menu_category_official: 치킨/라면, 닭강정, 핫도그 / location_qty: 1"
F112,MUNHAK,인천 SSG 랜더스필드,SSG,푸라닭치킨,1층,입구 앞,,치킨,1,,OFFICIAL,OFFICIAL_GUIDE_APP,S03,https://app.ssglanders.com/stadium,2026-09-04,CONFIRMED,,[인천 SSG 랜더스필드] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / home_team: SSG / store_facility: 푸라닭치킨 / floor: 1층 / zone_location: 입구 앞 / menu_category_official: 치킨 / location_qty: 1
F113,MUNHAK,인천 SSG 랜더스필드,SSG,오레오츄러스,1층,3루,,츄러스,1,,OFFICIAL,OFFICIAL_GUIDE_APP,S03,https://app.ssglanders.com/stadium,2026-09-04,CONFIRMED,,[인천 SSG 랜더스필드] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / home_team: SSG / store_facility: 오레오츄러스 / floor: 1층 / zone_location: 3루 / menu_category_official: 츄러스 / location_qty: 1
F114,MUNHAK,인천 SSG 랜더스필드,SSG,오사카야끼,1층,3루,,야끼소바,1,,OFFICIAL,OFFICIAL_GUIDE_APP,S03,https://app.ssglanders.com/stadium,2026-09-04,CONFIRMED,,[인천 SSG 랜더스필드] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / home_team: SSG / store_facility: 오사카야끼 / floor: 1층 / zone_location: 3루 / menu_category_official: 야끼소바 / location_qty: 1
F115,MUNHAK,인천 SSG 랜더스필드,SSG,이마트24,1층,1루,,편의점,1,,OFFICIAL,OFFICIAL_GUIDE_APP,S03,https://app.ssglanders.com/stadium,2026-09-04,CONFIRMED,,[인천 SSG 랜더스필드] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / home_team: SSG / store_facility: 이마트24 / floor: 1층 / zone_location: 1루 / menu_category_official: 편의점 / location_qty: 1
F116,MUNHAK,인천 SSG 랜더스필드,SSG,스타벅스 2호점,1층,1루,,"커피, 음료",1,,OFFICIAL,OFFICIAL_GUIDE_APP,S03,https://app.ssglanders.com/stadium,2026-09-04,CONFIRMED,,"[인천 SSG 랜더스필드] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / home_team: SSG / store_facility: 스타벅스 2호점 / floor: 1층 / zone_location: 1루 / menu_category_official: 커피, 음료 / location_qty: 1"
F117,MUNHAK,인천 SSG 랜더스필드,SSG,픽미31,1층,1루,,와인,1,,OFFICIAL,OFFICIAL_GUIDE_APP,S03,https://app.ssglanders.com/stadium,2026-09-04,CONFIRMED,,[인천 SSG 랜더스필드] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / home_team: SSG / store_facility: 픽미31 / floor: 1층 / zone_location: 1루 / menu_category_official: 와인 / location_qty: 1
F118,MUNHAK,인천 SSG 랜더스필드,SSG,북촌손만두,1층,입구 앞,,만두,1,,OFFICIAL,OFFICIAL_GUIDE_APP,S03,https://app.ssglanders.com/stadium,2026-09-04,CONFIRMED,,[인천 SSG 랜더스필드] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / home_team: SSG / store_facility: 북촌손만두 / floor: 1층 / zone_location: 입구 앞 / menu_category_official: 만두 / location_qty: 1
F119,MUNHAK,인천 SSG 랜더스필드,SSG,우리동네 미미네,1층,1루,,"치킨/라면, 닭강정, 핫도그",1,,OFFICIAL,OFFICIAL_GUIDE_APP,S03,https://app.ssglanders.com/stadium,2026-09-04,CONFIRMED,,"[인천 SSG 랜더스필드] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / home_team: SSG / store_facility: 우리동네 미미네 / floor: 1층 / zone_location: 1루 / menu_category_official: 치킨/라면, 닭강정, 핫도그 / location_qty: 1"
F120,MUNHAK,인천 SSG 랜더스필드,SSG,알로하 카페앤바(지하),지하,,,"커피, 음료",1,,OFFICIAL,OFFICIAL_GUIDE_APP,S03,https://app.ssglanders.com/stadium,2026-09-04,CONFIRMED,,"[인천 SSG 랜더스필드] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / home_team: SSG / store_facility: 알로하 카페앤바(지하) / floor: 지하 / menu_category_official: 커피, 음료 / location_qty: 1"
F121,MUNHAK,인천 SSG 랜더스필드,SSG,민영활어공장,1층,3루,,초밥/물회,1,,OFFICIAL,OFFICIAL_GUIDE_APP,S03,https://app.ssglanders.com/stadium,2026-09-04,CONFIRMED,,[인천 SSG 랜더스필드] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / home_team: SSG / store_facility: 민영활어공장 / floor: 1층 / zone_location: 3루 / menu_category_official: 초밥/물회 / location_qty: 1
F122,MUNHAK,인천 SSG 랜더스필드,SSG,허갈닭강정/문학철판삼겹,2층,1루,,닭강정/삼겹살,1,,OFFICIAL,OFFICIAL_GUIDE_APP,S03,https://app.ssglanders.com/stadium,2026-09-04,CONFIRMED,,[인천 SSG 랜더스필드] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / home_team: SSG / store_facility: 허갈닭강정/문학철판삼겹 / floor: 2층 / zone_location: 1루 / menu_category_official: 닭강정/삼겹살 / location_qty: 1
F123,MUNHAK,인천 SSG 랜더스필드,SSG,몬칩팩토리,2층,1루,,튀김/닭강정,1,,OFFICIAL,OFFICIAL_GUIDE_APP,S03,https://app.ssglanders.com/stadium,2026-09-04,CONFIRMED,,[인천 SSG 랜더스필드] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / home_team: SSG / store_facility: 몬칩팩토리 / floor: 2층 / zone_location: 1루 / menu_category_official: 튀김/닭강정 / location_qty: 1
F124,MUNHAK,인천 SSG 랜더스필드,SSG,씬난다스테이크&마라새우,2층,1루,,"스테이크, 마라새우",1,,OFFICIAL,OFFICIAL_GUIDE_APP,S03,https://app.ssglanders.com/stadium,2026-09-04,CONFIRMED,,"[인천 SSG 랜더스필드] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / home_team: SSG / store_facility: 씬난다스테이크&마라새우 / floor: 2층 / zone_location: 1루 / menu_category_official: 스테이크, 마라새우 / location_qty: 1"
F125,MUNHAK,인천 SSG 랜더스필드,SSG,스테이션,2층,1루,,라면/피자,1,,OFFICIAL,OFFICIAL_GUIDE_APP,S03,https://app.ssglanders.com/stadium,2026-09-04,CONFIRMED,,[인천 SSG 랜더스필드] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / home_team: SSG / store_facility: 스테이션 / floor: 2층 / zone_location: 1루 / menu_category_official: 라면/피자 / location_qty: 1
F126,MUNHAK,인천 SSG 랜더스필드,SSG,노랑통닭,2층,노브랜드 테이블석 14블럭 뒤,,치킨,1,,OFFICIAL,OFFICIAL_GUIDE_APP,S03,https://app.ssglanders.com/stadium,2026-09-04,CONFIRMED,,[인천 SSG 랜더스필드] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / home_team: SSG / store_facility: 노랑통닭 / floor: 2층 / zone_location: 노브랜드 테이블석 14블럭 뒤 / menu_category_official: 치킨 / location_qty: 1
F127,MUNHAK,인천 SSG 랜더스필드,SSG,커빙,2층,1루,,"커피, 음료",1,,OFFICIAL,OFFICIAL_GUIDE_APP,S03,https://app.ssglanders.com/stadium,2026-09-04,CONFIRMED,,"[인천 SSG 랜더스필드] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / home_team: SSG / store_facility: 커빙 / floor: 2층 / zone_location: 1루 / menu_category_official: 커피, 음료 / location_qty: 1"
F128,MUNHAK,인천 SSG 랜더스필드,SSG,패밀리푸드존,2층,입구 앞,,"분식, 커피",1,,OFFICIAL,OFFICIAL_GUIDE_APP,S03,https://app.ssglanders.com/stadium,2026-09-04,CONFIRMED,,"[인천 SSG 랜더스필드] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / home_team: SSG / store_facility: 패밀리푸드존 / floor: 2층 / zone_location: 입구 앞 / menu_category_official: 분식, 커피 / location_qty: 1"
F129,MUNHAK,인천 SSG 랜더스필드,SSG,자담치킨,2층,입구 앞,,"라면, 분식",1,,OFFICIAL,OFFICIAL_GUIDE_APP,S03,https://app.ssglanders.com/stadium,2026-09-04,CONFIRMED,,"[인천 SSG 랜더스필드] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / home_team: SSG / store_facility: 자담치킨 / floor: 2층 / zone_location: 입구 앞 / menu_category_official: 라면, 분식 / location_qty: 1"
F130,MUNHAK,인천 SSG 랜더스필드,SSG,킹콩떡볶이,2층,3루,,분식,1,,OFFICIAL,OFFICIAL_GUIDE_APP,S03,https://app.ssglanders.com/stadium,2026-09-04,CONFIRMED,,[인천 SSG 랜더스필드] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / home_team: SSG / store_facility: 킹콩떡볶이 / floor: 2층 / zone_location: 3루 / menu_category_official: 분식 / location_qty: 1
F131,MUNHAK,인천 SSG 랜더스필드,SSG,쌈바치킨/이마트24,2층,3루,,치킨/편의점,1,,OFFICIAL,OFFICIAL_GUIDE_APP,S03,https://app.ssglanders.com/stadium,2026-09-04,CONFIRMED,,[인천 SSG 랜더스필드] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / home_team: SSG / store_facility: 쌈바치킨/이마트24 / floor: 2층 / zone_location: 3루 / menu_category_official: 치킨/편의점 / location_qty: 1
F132,MUNHAK,인천 SSG 랜더스필드,SSG,노브랜드버거,2층,1루,,햄버거,1,,OFFICIAL,OFFICIAL_GUIDE_APP,S03,https://app.ssglanders.com/stadium,2026-09-04,CONFIRMED,,[인천 SSG 랜더스필드] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / home_team: SSG / store_facility: 노브랜드버거 / floor: 2층 / zone_location: 1루 / menu_category_official: 햄버거 / location_qty: 1
F133,MUNHAK,인천 SSG 랜더스필드,SSG,스트릿츄러스&김치말이국수,2층,1루 외야,,츄러스,1,,OFFICIAL,OFFICIAL_GUIDE_APP,S03,https://app.ssglanders.com/stadium,2026-09-04,CONFIRMED,,[인천 SSG 랜더스필드] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / home_team: SSG / store_facility: 스트릿츄러스&김치말이국수 / floor: 2층 / zone_location: 1루 외야 / menu_category_official: 츄러스 / location_qty: 1
F134,MUNHAK,인천 SSG 랜더스필드,SSG,순살싸다리,2층,1루 외야,,치킨,1,,OFFICIAL,OFFICIAL_GUIDE_APP,S03,https://app.ssglanders.com/stadium,2026-09-04,CONFIRMED,,[인천 SSG 랜더스필드] stadium_code: MUNHAK / stadium_name: 인천 SSG 랜더스필드 / home_team: SSG / store_facility: 순살싸다리 / floor: 2층 / zone_location: 1루 외야 / menu_category_official: 치킨 / location_qty: 1
