season,team_code,stadium_code,zone_code,zone_name_ko,price_tier,day_type,customer_type,group_size,price_krw,valid_from,valid_to,discount_condition,evidence_type,source_id,verified_at,status,notes,content
2026,LG,JAMSIL,GREEN_CHEER,그린응원석(외야),STANDARD,WEEKEND_HOLIDAY,ADULT_MEMBER,,11000,,,LG 성인회원 요금,OFFICIAL,S037,2026-09-03,CONFIRMED,,[잠실야구장 · LG 트윈스] team_code: LG / stadium_code: JAMSIL / zone_code: GREEN_CHEER / zone_name_ko: 그린응원석(외야) / price_tier: STANDARD / day_type: WEEKEND_HOLIDAY / customer_type: ADULT_MEMBER / price_krw: 11000 / discount_condition: LG 성인회원 요금
2026,LG,JAMSIL,GREEN_CHEER,그린응원석(외야),STANDARD,WEEKDAY,ELINI,,5500,,,엘린이 요금,OFFICIAL,S037,2026-09-03,CONFIRMED,,[잠실야구장 · LG 트윈스] team_code: LG / stadium_code: JAMSIL / zone_code: GREEN_CHEER / zone_name_ko: 그린응원석(외야) / price_tier: STANDARD / day_type: WEEKDAY / customer_type: ELINI / price_krw: 5500 / discount_condition: 엘린이 요금
2026,LG,JAMSIL,GREEN_CHEER,그린응원석(외야),STANDARD,WEEKEND_HOLIDAY,ELINI,,6000,,,엘린이 요금,OFFICIAL,S037,2026-09-03,CONFIRMED,,[잠실야구장 · LG 트윈스] team_code: LG / stadium_code: JAMSIL / zone_code: GREEN_CHEER / zone_name_ko: 그린응원석(외야) / price_tier: STANDARD / day_type: WEEKEND_HOLIDAY / customer_type: ELINI / price_krw: 6000 / discount_condition: 엘린이 요금
2026,LG,JAMSIL,GREEN_OUTFIELD,그린석(외야),STANDARD,WEEKDAY,ADULT_MEMBER,,9000,,,LG 성인회원 요금,OFFICIAL,S037,2026-09-03,CONFIRMED,,[잠실야구장 · LG 트윈스] team_code: LG / stadium_code: JAMSIL / zone_code: GREEN_OUTFIELD / zone_name_ko: 그린석(외야) / price_tier: STANDARD / day_type: WEEKDAY / customer_type: ADULT_MEMBER / price_krw: 9000 / discount_condition: LG 성인회원 요금
2026,LG,JAMSIL,GREEN_OUTFIELD,그린석(외야),STANDARD,WEEKEND_HOLIDAY,ADULT_MEMBER,,10000,,,LG 성인회원 요금,OFFICIAL,S037,2026-09-03,CONFIRMED,,[잠실야구장 · LG 트윈스] team_code: LG / stadium_code: JAMSIL / zone_code: GREEN_OUTFIELD / zone_name_ko: 그린석(외야) / price_tier: STANDARD / day_type: WEEKEND_HOLIDAY / customer_type: ADULT_MEMBER / price_krw: 10000 / discount_condition: LG 성인회원 요금
2026,LG,JAMSIL,GREEN_OUTFIELD,그린석(외야),STANDARD,WEEKDAY,ELINI,,0,,,엘린이 요금,OFFICIAL,S037,2026-09-03,CONFIRMED,,[잠실야구장 · LG 트윈스] team_code: LG / stadium_code: JAMSIL / zone_code: GREEN_OUTFIELD / zone_name_ko: 그린석(외야) / price_tier: STANDARD / day_type: WEEKDAY / customer_type: ELINI / price_krw: 0 / discount_condition: 엘린이 요금
2026,LG,JAMSIL,GREEN_OUTFIELD,그린석(외야),STANDARD,WEEKEND_HOLIDAY,ELINI,,0,,,엘린이 요금,OFFICIAL,S037,2026-09-03,CONFIRMED,,[잠실야구장 · LG 트윈스] team_code: LG / stadium_code: JAMSIL / zone_code: GREEN_OUTFIELD / zone_name_ko: 그린석(외야) / price_tier: STANDARD / day_type: WEEKEND_HOLIDAY / customer_type: ELINI / price_krw: 0 / discount_condition: 엘린이 요금
2026,DOOSAN,JAMSIL,CENTER_VIP,중앙석(VIP석),STANDARD,WEEKDAY,GENERAL,,90000,,,,OFFICIAL,S076,2026-09-03,CONFIRMED,,[잠실야구장 · 두산 베어스] team_code: DOOSAN / stadium_code: JAMSIL / zone_code: CENTER_VIP / zone_name_ko: 중앙석(VIP석) / price_tier: STANDARD / day_type: WEEKDAY / customer_type: GENERAL / price_krw: 90000
2026,DOOSAN,JAMSIL,CENTER_VIP,중앙석(VIP석),STANDARD,WEEKEND_HOLIDAY,GENERAL,,90000,,,,OFFICIAL,S076,2026-09-03,CONFIRMED,,[잠실야구장 · 두산 베어스] team_code: DOOSAN / stadium_code: JAMSIL / zone_code: CENTER_VIP / zone_name_ko: 중앙석(VIP석) / price_tier: STANDARD / day_type: WEEKEND_HOLIDAY / customer_type: GENERAL / price_krw: 90000
2026,DOOSAN,JAMSIL,TABLE,테이블석,STANDARD,WEEKDAY,GENERAL,,56000,,,,OFFICIAL,S076,2026-09-03,CONFIRMED,,[잠실야구장 · 두산 베어스] team_code: DOOSAN / stadium_code: JAMSIL / zone_code: TABLE / zone_name_ko: 테이블석 / price_tier: STANDARD / day_type: WEEKDAY / customer_type: GENERAL / price_krw: 56000
2026,DOOSAN,JAMSIL,TABLE,테이블석,STANDARD,WEEKEND_HOLIDAY,GENERAL,,62000,,,,OFFICIAL,S076,2026-09-03,CONFIRMED,,[잠실야구장 · 두산 베어스] team_code: DOOSAN / stadium_code: JAMSIL / zone_code: TABLE / zone_name_ko: 테이블석 / price_tier: STANDARD / day_type: WEEKEND_HOLIDAY / customer_type: GENERAL / price_krw: 62000
2026,DOOSAN,JAMSIL,NOL_EXCITING,NOL존(익사이팅존),STANDARD,WEEKDAY,GENERAL,,30000,,,,OFFICIAL,S076,2026-09-03,CONFIRMED,,[잠실야구장 · 두산 베어스] team_code: DOOSAN / stadium_code: JAMSIL / zone_code: NOL_EXCITING / zone_name_ko: NOL존(익사이팅존) / price_tier: STANDARD / day_type: WEEKDAY / customer_type: GENERAL / price_krw: 30000
2026,DOOSAN,JAMSIL,NOL_EXCITING,NOL존(익사이팅존),STANDARD,WEEKEND_HOLIDAY,GENERAL,,35000,,,,OFFICIAL,S076,2026-09-03,CONFIRMED,,[잠실야구장 · 두산 베어스] team_code: DOOSAN / stadium_code: JAMSIL / zone_code: NOL_EXCITING / zone_name_ko: NOL존(익사이팅존) / price_tier: STANDARD / day_type: WEEKEND_HOLIDAY / customer_type: GENERAL / price_krw: 35000
2026,DOOSAN,JAMSIL,BLUE,블루지정석,STANDARD,WEEKDAY,GENERAL,,24000,,,,OFFICIAL,S076,2026-09-03,CONFIRMED,,[잠실야구장 · 두산 베어스] team_code: DOOSAN / stadium_code: JAMSIL / zone_code: BLUE / zone_name_ko: 블루지정석 / price_tier: STANDARD / day_type: WEEKDAY / customer_type: GENERAL / price_krw: 24000
2026,DOOSAN,JAMSIL,BLUE,블루지정석,STANDARD,WEEKEND_HOLIDAY,GENERAL,,26000,,,,OFFICIAL,S076,2026-09-03,CONFIRMED,,[잠실야구장 · 두산 베어스] team_code: DOOSAN / stadium_code: JAMSIL / zone_code: BLUE / zone_name_ko: 블루지정석 / price_tier: STANDARD / day_type: WEEKEND_HOLIDAY / customer_type: GENERAL / price_krw: 26000
2026,DOOSAN,JAMSIL,ORANGE,오렌지지정석(응원석),STANDARD,WEEKDAY,GENERAL,,22000,,,,OFFICIAL,S076,2026-09-03,CONFIRMED,,[잠실야구장 · 두산 베어스] team_code: DOOSAN / stadium_code: JAMSIL / zone_code: ORANGE / zone_name_ko: 오렌지지정석(응원석) / price_tier: STANDARD / day_type: WEEKDAY / customer_type: GENERAL / price_krw: 22000
2026,DOOSAN,JAMSIL,ORANGE,오렌지지정석(응원석),STANDARD,WEEKEND_HOLIDAY,GENERAL,,24000,,,,OFFICIAL,S076,2026-09-03,CONFIRMED,,[잠실야구장 · 두산 베어스] team_code: DOOSAN / stadium_code: JAMSIL / zone_code: ORANGE / zone_name_ko: 오렌지지정석(응원석) / price_tier: STANDARD / day_type: WEEKEND_HOLIDAY / customer_type: GENERAL / price_krw: 24000
2026,DOOSAN,JAMSIL,RED,레드지정석,STANDARD,WEEKDAY,GENERAL,,19000,,,,OFFICIAL,S076,2026-09-03,CONFIRMED,,[잠실야구장 · 두산 베어스] team_code: DOOSAN / stadium_code: JAMSIL / zone_code: RED / zone_name_ko: 레드지정석 / price_tier: STANDARD / day_type: WEEKDAY / customer_type: GENERAL / price_krw: 19000
2026,DOOSAN,JAMSIL,RED,레드지정석,STANDARD,WEEKEND_HOLIDAY,GENERAL,,21000,,,,OFFICIAL,S076,2026-09-03,CONFIRMED,,[잠실야구장 · 두산 베어스] team_code: DOOSAN / stadium_code: JAMSIL / zone_code: RED / zone_name_ko: 레드지정석 / price_tier: STANDARD / day_type: WEEKEND_HOLIDAY / customer_type: GENERAL / price_krw: 21000
2026,DOOSAN,JAMSIL,NAVY,네이비지정석,STANDARD,WEEKDAY,GENERAL,,16000,,,,OFFICIAL,S076,2026-09-03,CONFIRMED,,[잠실야구장 · 두산 베어스] team_code: DOOSAN / stadium_code: JAMSIL / zone_code: NAVY / zone_name_ko: 네이비지정석 / price_tier: STANDARD / day_type: WEEKDAY / customer_type: GENERAL / price_krw: 16000
2026,DOOSAN,JAMSIL,NAVY,네이비지정석,STANDARD,WEEKEND_HOLIDAY,GENERAL,,18000,,,,OFFICIAL,S076,2026-09-03,CONFIRMED,,[잠실야구장 · 두산 베어스] team_code: DOOSAN / stadium_code: JAMSIL / zone_code: NAVY / zone_name_ko: 네이비지정석 / price_tier: STANDARD / day_type: WEEKEND_HOLIDAY / customer_type: GENERAL / price_krw: 18000
2026,DOOSAN,JAMSIL,OUTFIELD_CHEER,외야응원석,STANDARD,WEEKDAY,GENERAL,,11000,,,,OFFICIAL,S076,2026-09-03,CONFIRMED,,[잠실야구장 · 두산 베어스] team_code: DOOSAN / stadium_code: JAMSIL / zone_code: OUTFIELD_CHEER / zone_name_ko: 외야응원석 / price_tier: STANDARD / day_type: WEEKDAY / customer_type: GENERAL / price_krw: 11000
2026,DOOSAN,JAMSIL,OUTFIELD_CHEER,외야응원석,STANDARD,WEEKEND_HOLIDAY,GENERAL,,12000,,,,OFFICIAL,S076,2026-09-03,CONFIRMED,,[잠실야구장 · 두산 베어스] team_code: DOOSAN / stadium_code: JAMSIL / zone_code: OUTFIELD_CHEER / zone_name_ko: 외야응원석 / price_tier: STANDARD / day_type: WEEKEND_HOLIDAY / customer_type: GENERAL / price_krw: 12000
2026,DOOSAN,JAMSIL,OUTFIELD_GENERAL,외야일반석,STANDARD,WEEKDAY,GENERAL,,10000,,,,OFFICIAL,S076,2026-09-03,CONFIRMED,,[잠실야구장 · 두산 베어스] team_code: DOOSAN / stadium_code: JAMSIL / zone_code: OUTFIELD_GENERAL / zone_name_ko: 외야일반석 / price_tier: STANDARD / day_type: WEEKDAY / customer_type: GENERAL / price_krw: 10000
2026,DOOSAN,JAMSIL,OUTFIELD_GENERAL,외야일반석,STANDARD,WEEKEND_HOLIDAY,GENERAL,,11000,,,,OFFICIAL,S076,2026-09-03,CONFIRMED,,[잠실야구장 · 두산 베어스] team_code: DOOSAN / stadium_code: JAMSIL / zone_code: OUTFIELD_GENERAL / zone_name_ko: 외야일반석 / price_tier: STANDARD / day_type: WEEKEND_HOLIDAY / customer_type: GENERAL / price_krw: 11000
2026,DOOSAN,JAMSIL,OUTFIELD_CHEER,외야응원석,STANDARD,WEEKDAY,YOUTH_MILITARY,,9000,,,,OFFICIAL,S076,2026-09-03,CONFIRMED,,[잠실야구장 · 두산 베어스] team_code: DOOSAN / stadium_code: JAMSIL / zone_code: OUTFIELD_CHEER / zone_name_ko: 외야응원석 / price_tier: STANDARD / day_type: WEEKDAY / customer_type: YOUTH_MILITARY / price_krw: 9000
2026,DOOSAN,JAMSIL,OUTFIELD_CHEER,외야응원석,STANDARD,WEEKEND_HOLIDAY,YOUTH_MILITARY,,10000,,,,OFFICIAL,S076,2026-09-03,CONFIRMED,,[잠실야구장 · 두산 베어스] team_code: DOOSAN / stadium_code: JAMSIL / zone_code: OUTFIELD_CHEER / zone_name_ko: 외야응원석 / price_tier: STANDARD / day_type: WEEKEND_HOLIDAY / customer_type: YOUTH_MILITARY / price_krw: 10000
2026,DOOSAN,JAMSIL,OUTFIELD_CHEER,외야응원석,STANDARD,WEEKDAY,CHILD_VETERAN_SENIOR,,5500,,,,OFFICIAL,S076,2026-09-03,CONFIRMED,,[잠실야구장 · 두산 베어스] team_code: DOOSAN / stadium_code: JAMSIL / zone_code: OUTFIELD_CHEER / zone_name_ko: 외야응원석 / price_tier: STANDARD / day_type: WEEKDAY / customer_type: CHILD_VETERAN_SENIOR / price_krw: 5500
2026,DOOSAN,JAMSIL,OUTFIELD_CHEER,외야응원석,STANDARD,WEEKEND_HOLIDAY,CHILD_VETERAN_SENIOR,,6000,,,,OFFICIAL,S076,2026-09-03,CONFIRMED,,[잠실야구장 · 두산 베어스] team_code: DOOSAN / stadium_code: JAMSIL / zone_code: OUTFIELD_CHEER / zone_name_ko: 외야응원석 / price_tier: STANDARD / day_type: WEEKEND_HOLIDAY / customer_type: CHILD_VETERAN_SENIOR / price_krw: 6000
2026,DOOSAN,JAMSIL,OUTFIELD_GENERAL,외야일반석,STANDARD,WEEKDAY,YOUTH_MILITARY,,8000,,,,OFFICIAL,S076,2026-09-03,CONFIRMED,,[잠실야구장 · 두산 베어스] team_code: DOOSAN / stadium_code: JAMSIL / zone_code: OUTFIELD_GENERAL / zone_name_ko: 외야일반석 / price_tier: STANDARD / day_type: WEEKDAY / customer_type: YOUTH_MILITARY / price_krw: 8000
