season,team_code,stadium_code,zone_code,zone_name_ko,level,side,seat_type,group_size,accessible,description,evidence_type,source_id,verified_at,status,content
2026,KIWOOM,GOCHEOK,LEXUS_TABLE_1F,LEXUS 1층 테이블석,1F,INFIELD,TABLE,,N,2026 키움 공식 입장요금 페이지 기준,OFFICIAL,S077,2026-09-03,CONFIRMED,[고척스카이돔 · 키움 히어로즈] team_code: KIWOOM / stadium_code: GOCHEOK / zone_code: LEXUS_TABLE_1F / zone_name_ko: LEXUS 1층 테이블석 / level: 1F / side: INFIELD / seat_type: TABLE / accessible: N / description: 2026 키움 공식 입장요금 페이지 기준
2026,KIWOOM,GOCHEOK,NAVER_TABLE_2F,NAVER 2층 테이블석,2F,INFIELD,TABLE,,N,2026 키움 공식 입장요금 페이지 기준,OFFICIAL,S077,2026-09-03,CONFIRMED,[고척스카이돔 · 키움 히어로즈] team_code: KIWOOM / stadium_code: GOCHEOK / zone_code: NAVER_TABLE_2F / zone_name_ko: NAVER 2층 테이블석 / level: 2F / side: INFIELD / seat_type: TABLE / accessible: N / description: 2026 키움 공식 입장요금 페이지 기준
2026,KIWOOM,GOCHEOK,INFIELD_COUPLE,내야커플석,,INFIELD,COUPLE,2,N,2026 키움 공식 입장요금 페이지 기준,OFFICIAL,S077,2026-09-03,CONFIRMED,[고척스카이돔 · 키움 히어로즈] team_code: KIWOOM / stadium_code: GOCHEOK / zone_code: INFIELD_COUPLE / zone_name_ko: 내야커플석 / side: INFIELD / seat_type: COUPLE / group_size: 2 / accessible: N / description: 2026 키움 공식 입장요금 페이지 기준
2026,KIWOOM,GOCHEOK,OUTFIELD_COUPLE,외야커플석,,OUTFIELD,COUPLE,2,N,2026 키움 공식 입장요금 페이지 기준,OFFICIAL,S077,2026-09-03,CONFIRMED,[고척스카이돔 · 키움 히어로즈] team_code: KIWOOM / stadium_code: GOCHEOK / zone_code: OUTFIELD_COUPLE / zone_name_ko: 외야커플석 / side: OUTFIELD / seat_type: COUPLE / group_size: 2 / accessible: N / description: 2026 키움 공식 입장요금 페이지 기준
2026,KIWOOM,GOCHEOK,DARK_BURGUNDY,다크버건디석,,INFIELD,RESERVED,,N,2026 키움 공식 입장요금 페이지 기준,OFFICIAL,S077,2026-09-03,CONFIRMED,[고척스카이돔 · 키움 히어로즈] team_code: KIWOOM / stadium_code: GOCHEOK / zone_code: DARK_BURGUNDY / zone_name_ko: 다크버건디석 / side: INFIELD / seat_type: RESERVED / accessible: N / description: 2026 키움 공식 입장요금 페이지 기준
2026,KIWOOM,GOCHEOK,BURGUNDY,버건디석,,INFIELD,RESERVED,,N,2026 키움 공식 입장요금 페이지 기준,OFFICIAL,S077,2026-09-03,CONFIRMED,[고척스카이돔 · 키움 히어로즈] team_code: KIWOOM / stadium_code: GOCHEOK / zone_code: BURGUNDY / zone_name_ko: 버건디석 / side: INFIELD / seat_type: RESERVED / accessible: N / description: 2026 키움 공식 입장요금 페이지 기준
2026,KIWOOM,GOCHEOK,RESERVED_3F,3층 지정석,3F,INFIELD,RESERVED,,N,2026 키움 공식 입장요금 페이지 기준,OFFICIAL,S077,2026-09-03,CONFIRMED,[고척스카이돔 · 키움 히어로즈] team_code: KIWOOM / stadium_code: GOCHEOK / zone_code: RESERVED_3F / zone_name_ko: 3층 지정석 / level: 3F / side: INFIELD / seat_type: RESERVED / accessible: N / description: 2026 키움 공식 입장요금 페이지 기준
2026,KIWOOM,GOCHEOK,RESERVED_4F,4층 지정석,4F,INFIELD,RESERVED,,N,2026 키움 공식 입장요금 페이지 기준,OFFICIAL,S077,2026-09-03,CONFIRMED,[고척스카이돔 · 키움 히어로즈] team_code: KIWOOM / stadium_code: GOCHEOK / zone_code: RESERVED_4F / zone_name_ko: 4층 지정석 / level: 4F / side: INFIELD / seat_type: RESERVED / accessible: N / description: 2026 키움 공식 입장요금 페이지 기준
2026,KIWOOM,GOCHEOK,WHEELCHAIR,휠체어석,,INFIELD,ACCESSIBLE,2,Y,2026 키움 공식 입장요금 페이지 기준,OFFICIAL,S077,2026-09-03,CONFIRMED,[고척스카이돔 · 키움 히어로즈] team_code: KIWOOM / stadium_code: GOCHEOK / zone_code: WHEELCHAIR / zone_name_ko: 휠체어석 / side: INFIELD / seat_type: ACCESSIBLE / group_size: 2 / accessible: Y / description: 2026 키움 공식 입장요금 페이지 기준
2026,KIWOOM,GOCHEOK,OUTFIELD_RESERVED,외야 지정석,,OUTFIELD,RESERVED,,N,2026 키움 공식 입장요금 페이지 기준,OFFICIAL,S077,2026-09-03,CONFIRMED,[고척스카이돔 · 키움 히어로즈] team_code: KIWOOM / stadium_code: GOCHEOK / zone_code: OUTFIELD_RESERVED / zone_name_ko: 외야 지정석 / side: OUTFIELD / seat_type: RESERVED / accessible: N / description: 2026 키움 공식 입장요금 페이지 기준
2026,KIWOOM,GOCHEOK,OUTFIELD_UPPER,외야 지정석(상단),,OUTFIELD,RESERVED,,N,2026 키움 공식 입장요금 페이지 기준,OFFICIAL,S077,2026-09-03,CONFIRMED,[고척스카이돔 · 키움 히어로즈] team_code: KIWOOM / stadium_code: GOCHEOK / zone_code: OUTFIELD_UPPER / zone_name_ko: 외야 지정석(상단) / side: OUTFIELD / seat_type: RESERVED / accessible: N / description: 2026 키움 공식 입장요금 페이지 기준
2026,KIWOOM,GOCHEOK,SKYBOX,스카이박스,,,SKYBOX,,N,2026 키움 공식 입장요금 페이지 기준,OFFICIAL,S077,2026-09-03,CONFIRMED,[고척스카이돔 · 키움 히어로즈] team_code: KIWOOM / stadium_code: GOCHEOK / zone_code: SKYBOX / zone_name_ko: 스카이박스 / seat_type: SKYBOX / accessible: N / description: 2026 키움 공식 입장요금 페이지 기준
2026,KIWOOM,GOCHEOK,OUTFIELD_FAMILY,외야 패밀리석,,OUTFIELD,FAMILY,,N,2026 키움 공식 입장요금 페이지 기준,OFFICIAL,S077,2026-09-03,CONFIRMED,[고척스카이돔 · 키움 히어로즈] team_code: KIWOOM / stadium_code: GOCHEOK / zone_code: OUTFIELD_FAMILY / zone_name_ko: 외야 패밀리석 / side: OUTFIELD / seat_type: FAMILY / accessible: N / description: 2026 키움 공식 입장요금 페이지 기준
2026,KIWOOM,GOCHEOK,INFANT_COMPANION,외야 유아동반석,,OUTFIELD,FAMILY,2,N,2026 키움 공식 입장요금 페이지 기준,OFFICIAL,S077,2026-09-03,CONFIRMED,[고척스카이돔 · 키움 히어로즈] team_code: KIWOOM / stadium_code: GOCHEOK / zone_code: INFANT_COMPANION / zone_name_ko: 외야 유아동반석 / side: OUTFIELD / seat_type: FAMILY / group_size: 2 / accessible: N / description: 2026 키움 공식 입장요금 페이지 기준
2026,SSG,MUNHAK,SKY_VIEW_4F,4층 SKY뷰석,4F,,RESERVED,,N,2026 SSG 공식 좌석도·가격표 기준,OFFICIAL,S047,2026-09-03,CONFIRMED,[인천 SSG 랜더스필드 · SSG 랜더스] team_code: SSG / stadium_code: MUNHAK / zone_code: SKY_VIEW_4F / zone_name_ko: 4층 SKY뷰석 / level: 4F / seat_type: RESERVED / accessible: N / description: 2026 SSG 공식 좌석도·가격표 기준
2026,SSG,MUNHAK,OUTFIELD_FIELD,외야 필드석,,OUTFIELD,RESERVED,,N,2026 SSG 공식 좌석도·가격표 기준,OFFICIAL,S047,2026-09-03,CONFIRMED,[인천 SSG 랜더스필드 · SSG 랜더스] team_code: SSG / stadium_code: MUNHAK / zone_code: OUTFIELD_FIELD / zone_name_ko: 외야 필드석 / side: OUTFIELD / seat_type: RESERVED / accessible: N / description: 2026 SSG 공식 좌석도·가격표 기준
2026,SSG,MUNHAK,INFIELD_FIELD,내야 필드석,,INFIELD,RESERVED,,N,2026 SSG 공식 좌석도·가격표 기준,OFFICIAL,S047,2026-09-03,CONFIRMED,[인천 SSG 랜더스필드 · SSG 랜더스] team_code: SSG / stadium_code: MUNHAK / zone_code: INFIELD_FIELD / zone_name_ko: 내야 필드석 / side: INFIELD / seat_type: RESERVED / accessible: N / description: 2026 SSG 공식 좌석도·가격표 기준
2026,SSG,MUNHAK,MOLLY_GREEN,몰리스 그린존,,OUTFIELD,GRASS,,N,2026 SSG 공식 좌석도·가격표 기준,OFFICIAL,S047,2026-09-03,CONFIRMED,[인천 SSG 랜더스필드 · SSG 랜더스] team_code: SSG / stadium_code: MUNHAK / zone_code: MOLLY_GREEN / zone_name_ko: 몰리스 그린존 / side: OUTFIELD / seat_type: GRASS / accessible: N / description: 2026 SSG 공식 좌석도·가격표 기준
2026,SSG,MUNHAK,CHOI_400,최정 400홈런 기념존,,OUTFIELD,SPECIAL,,N,2026 SSG 공식 좌석도·가격표 기준,OFFICIAL,S047,2026-09-03,CONFIRMED,[인천 SSG 랜더스필드 · SSG 랜더스] team_code: SSG / stadium_code: MUNHAK / zone_code: CHOI_400 / zone_name_ko: 최정 400홈런 기념존 / side: OUTFIELD / seat_type: SPECIAL / accessible: N / description: 2026 SSG 공식 좌석도·가격표 기준
2026,SSG,MUNHAK,WHEELCHAIR,휠체어 장애인석,,,ACCESSIBLE,,Y,2026 SSG 공식 좌석도·가격표 기준,OFFICIAL,S047,2026-09-03,CONFIRMED,[인천 SSG 랜더스필드 · SSG 랜더스] team_code: SSG / stadium_code: MUNHAK / zone_code: WHEELCHAIR / zone_name_ko: 휠체어 장애인석 / seat_type: ACCESSIBLE / accessible: Y / description: 2026 SSG 공식 좌석도·가격표 기준
2026,SSG,MUNHAK,EUSSEUK,으쓱이존,,INFIELD,CHEERING,,N,2026 SSG 공식 좌석도·가격표 기준,OFFICIAL,S047,2026-09-03,CONFIRMED,[인천 SSG 랜더스필드 · SSG 랜더스] team_code: SSG / stadium_code: MUNHAK / zone_code: EUSSEUK / zone_name_ko: 으쓱이존 / side: INFIELD / seat_type: CHEERING / accessible: N / description: 2026 SSG 공식 좌석도·가격표 기준
2026,SSG,MUNHAK,AWAY_CHEER,원정응원석,,INFIELD,CHEERING,,N,2026 SSG 공식 좌석도·가격표 기준,OFFICIAL,S047,2026-09-03,CONFIRMED,[인천 SSG 랜더스필드 · SSG 랜더스] team_code: SSG / stadium_code: MUNHAK / zone_code: AWAY_CHEER / zone_name_ko: 원정응원석 / side: INFIELD / seat_type: CHEERING / accessible: N / description: 2026 SSG 공식 좌석도·가격표 기준
2026,SSG,MUNHAK,DUGOUT_UPPER,덕아웃 상단석,,INFIELD,RESERVED,,N,2026 SSG 공식 좌석도·가격표 기준,OFFICIAL,S047,2026-09-03,CONFIRMED,[인천 SSG 랜더스필드 · SSG 랜더스] team_code: SSG / stadium_code: MUNHAK / zone_code: DUGOUT_UPPER / zone_name_ko: 덕아웃 상단석 / side: INFIELD / seat_type: RESERVED / accessible: N / description: 2026 SSG 공식 좌석도·가격표 기준
2026,SSG,MUNHAK,CHOGAJUNGJA,초가정자,,OUTFIELD,SPECIAL,,N,2026 SSG 공식 좌석도·가격표 기준,OFFICIAL,S047,2026-09-03,CONFIRMED,[인천 SSG 랜더스필드 · SSG 랜더스] team_code: SSG / stadium_code: MUNHAK / zone_code: CHOGAJUNGJA / zone_name_ko: 초가정자 / side: OUTFIELD / seat_type: SPECIAL / accessible: N / description: 2026 SSG 공식 좌석도·가격표 기준
2026,SSG,MUNHAK,ROCKET_OUTFIELD_PARTY,로켓배터리 외야파티덱,,OUTFIELD,GROUP,,N,2026 SSG 공식 좌석도·가격표 기준,OFFICIAL,S047,2026-09-03,CONFIRMED,[인천 SSG 랜더스필드 · SSG 랜더스] team_code: SSG / stadium_code: MUNHAK / zone_code: ROCKET_OUTFIELD_PARTY / zone_name_ko: 로켓배터리 외야파티덱 / side: OUTFIELD / seat_type: GROUP / accessible: N / description: 2026 SSG 공식 좌석도·가격표 기준
2026,SSG,MUNHAK,SKY_TABLE,SKY탁자석,,,TABLE,,N,2026 SSG 공식 좌석도·가격표 기준,OFFICIAL,S047,2026-09-03,CONFIRMED,[인천 SSG 랜더스필드 · SSG 랜더스] team_code: SSG / stadium_code: MUNHAK / zone_code: SKY_TABLE / zone_name_ko: SKY탁자석 / seat_type: TABLE / accessible: N / description: 2026 SSG 공식 좌석도·가격표 기준
2026,SSG,MUNHAK,OUTFIELD_FAMILY,외야패밀리존,,OUTFIELD,FAMILY,,N,2026 SSG 공식 좌석도·가격표 기준,OFFICIAL,S047,2026-09-03,CONFIRMED,[인천 SSG 랜더스필드 · SSG 랜더스] team_code: SSG / stadium_code: MUNHAK / zone_code: OUTFIELD_FAMILY / zone_name_ko: 외야패밀리존 / side: OUTFIELD / seat_type: FAMILY / accessible: N / description: 2026 SSG 공식 좌석도·가격표 기준
2026,SSG,MUNHAK,HOME_RUN_COUPLE,홈런커플존,,OUTFIELD,COUPLE,2,N,2026 SSG 공식 좌석도·가격표 기준,OFFICIAL,S047,2026-09-03,CONFIRMED,[인천 SSG 랜더스필드 · SSG 랜더스] team_code: SSG / stadium_code: MUNHAK / zone_code: HOME_RUN_COUPLE / zone_name_ko: 홈런커플존 / side: OUTFIELD / seat_type: COUPLE / group_size: 2 / accessible: N / description: 2026 SSG 공식 좌석도·가격표 기준
2026,SSG,MUNHAK,EMART_FRIENDLY,이마트 프렌들리존,,INFIELD,SPECIAL,,N,2026 SSG 공식 좌석도·가격표 기준,OFFICIAL,S047,2026-09-03,CONFIRMED,[인천 SSG 랜더스필드 · SSG 랜더스] team_code: SSG / stadium_code: MUNHAK / zone_code: EMART_FRIENDLY / zone_name_ko: 이마트 프렌들리존 / side: INFIELD / seat_type: SPECIAL / accessible: N / description: 2026 SSG 공식 좌석도·가격표 기준
2026,SSG,MUNHAK,EMART_BBQ,이마트 바비큐존,,OUTFIELD,BBQ,,N,2026 SSG 공식 좌석도·가격표 기준,OFFICIAL,S047,2026-09-03,CONFIRMED,[인천 SSG 랜더스필드 · SSG 랜더스] team_code: SSG / stadium_code: MUNHAK / zone_code: EMART_BBQ / zone_name_ko: 이마트 바비큐존 / side: OUTFIELD / seat_type: BBQ / accessible: N / description: 2026 SSG 공식 좌석도·가격표 기준
2026,SSG,MUNHAK,DODORAM_BBQ,도드람한돈 바비큐존,,OUTFIELD,BBQ,,N,2026 SSG 공식 좌석도·가격표 기준,OFFICIAL,S047,2026-09-03,CONFIRMED,[인천 SSG 랜더스필드 · SSG 랜더스] team_code: SSG / stadium_code: MUNHAK / zone_code: DODORAM_BBQ / zone_name_ko: 도드람한돈 바비큐존 / side: OUTFIELD / seat_type: BBQ / accessible: N / description: 2026 SSG 공식 좌석도·가격표 기준
2026,SSG,MUNHAK,YOGIYO_INFIELD_FAMILY,요기요 내야패밀리존,,INFIELD,FAMILY,,N,2026 SSG 공식 좌석도·가격표 기준,OFFICIAL,S047,2026-09-03,CONFIRMED,[인천 SSG 랜더스필드 · SSG 랜더스] team_code: SSG / stadium_code: MUNHAK / zone_code: YOGIYO_INFIELD_FAMILY / zone_name_ko: 요기요 내야패밀리존 / side: INFIELD / seat_type: FAMILY / accessible: N / description: 2026 SSG 공식 좌석도·가격표 기준
2026,SSG,MUNHAK,NOBRAND_TABLE_2F,노브랜드 테이블석(2층),2F,INFIELD,TABLE,,N,2026 SSG 공식 좌석도·가격표 기준,OFFICIAL,S047,2026-09-03,CONFIRMED,[인천 SSG 랜더스필드 · SSG 랜더스] team_code: SSG / stadium_code: MUNHAK / zone_code: NOBRAND_TABLE_2F / zone_name_ko: 노브랜드 테이블석(2층) / level: 2F / side: INFIELD / seat_type: TABLE / accessible: N / description: 2026 SSG 공식 좌석도·가격표 기준
2026,SSG,MUNHAK,PEACOCK_TABLE_1F,피코크 테이블석(1층),1F,INFIELD,TABLE,,N,2026 SSG 공식 좌석도·가격표 기준,OFFICIAL,S047,2026-09-03,CONFIRMED,[인천 SSG 랜더스필드 · SSG 랜더스] team_code: SSG / stadium_code: MUNHAK / zone_code: PEACOCK_TABLE_1F / zone_name_ko: 피코크 테이블석(1층) / level: 1F / side: INFIELD / seat_type: TABLE / accessible: N / description: 2026 SSG 공식 좌석도·가격표 기준
2026,SSG,MUNHAK,LANDERS_LIVE,랜더스 라이브존,,CENTER,PREMIUM,,N,2026 SSG 공식 좌석도·가격표 기준,OFFICIAL,S047,2026-09-03,CONFIRMED,[인천 SSG 랜더스필드 · SSG 랜더스] team_code: SSG / stadium_code: MUNHAK / zone_code: LANDERS_LIVE / zone_name_ko: 랜더스 라이브존 / side: CENTER / seat_type: PREMIUM / accessible: N / description: 2026 SSG 공식 좌석도·가격표 기준
2026,SSG,MUNHAK,MINI_SKYBOX,미니스카이박스,,,SKYBOX,,N,2026 SSG 공식 좌석도·가격표 기준,OFFICIAL,S047,2026-09-03,CONFIRMED,[인천 SSG 랜더스필드 · SSG 랜더스] team_code: SSG / stadium_code: MUNHAK / zone_code: MINI_SKYBOX / zone_name_ko: 미니스카이박스 / seat_type: SKYBOX / accessible: N / description: 2026 SSG 공식 좌석도·가격표 기준
2026,SSG,MUNHAK,SKYBOX,스카이박스,,,SKYBOX,,N,2026 SSG 공식 좌석도·가격표 기준,OFFICIAL,S047,2026-09-03,CONFIRMED,[인천 SSG 랜더스필드 · SSG 랜더스] team_code: SSG / stadium_code: MUNHAK / zone_code: SKYBOX / zone_name_ko: 스카이박스 / seat_type: SKYBOX / accessible: N / description: 2026 SSG 공식 좌석도·가격표 기준
2026,HANWHA,DAEJEON,CATCHER_BACK,포수후면석,,CENTER,PREMIUM,,N,2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준,OFFICIAL,S088,2026-09-03,CONFIRMED,[대전 한화생명 볼파크 · 한화 이글스] team_code: HANWHA / stadium_code: DAEJEON / zone_code: CATCHER_BACK / zone_name_ko: 포수후면석 / side: CENTER / seat_type: PREMIUM / accessible: N / description: 2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준
2026,HANWHA,DAEJEON,CENTER_RESERVED,중앙지정석,,CENTER,RESERVED,,N,2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준,OFFICIAL,S088,2026-09-03,CONFIRMED,[대전 한화생명 볼파크 · 한화 이글스] team_code: HANWHA / stadium_code: DAEJEON / zone_code: CENTER_RESERVED / zone_name_ko: 중앙지정석 / side: CENTER / seat_type: RESERVED / accessible: N / description: 2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준
2026,HANWHA,DAEJEON,CENTER_TABLE,중앙탁자석,,CENTER,TABLE,,N,2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준,OFFICIAL,S088,2026-09-03,CONFIRMED,[대전 한화생명 볼파크 · 한화 이글스] team_code: HANWHA / stadium_code: DAEJEON / zone_code: CENTER_TABLE / zone_name_ko: 중앙탁자석 / side: CENTER / seat_type: TABLE / accessible: N / description: 2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준
