season,team_code,stadium_code,zone_code,zone_name_ko,level,side,seat_type,group_size,accessible,description,evidence_type,source_id,verified_at,status,content
2026,HANWHA,DAEJEON,CENTER_WHEELCHAIR,중앙휠체어석,,CENTER,ACCESSIBLE,,Y,2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준,OFFICIAL,S088,2026-09-03,CONFIRMED,[대전 한화생명 볼파크 · 한화 이글스] team_code: HANWHA / stadium_code: DAEJEON / zone_code: CENTER_WHEELCHAIR / zone_name_ko: 중앙휠체어석 / side: CENTER / seat_type: ACCESSIBLE / accessible: Y / description: 2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준
2026,HANWHA,DAEJEON,INFIELD_A,내야지정석A,,INFIELD,RESERVED,,N,2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준,OFFICIAL,S088,2026-09-03,CONFIRMED,[대전 한화생명 볼파크 · 한화 이글스] team_code: HANWHA / stadium_code: DAEJEON / zone_code: INFIELD_A / zone_name_ko: 내야지정석A / side: INFIELD / seat_type: RESERVED / accessible: N / description: 2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준
2026,HANWHA,DAEJEON,CHEERING,응원단석,,INFIELD,CHEERING,,N,2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준,OFFICIAL,S088,2026-09-03,CONFIRMED,[대전 한화생명 볼파크 · 한화 이글스] team_code: HANWHA / stadium_code: DAEJEON / zone_code: CHEERING / zone_name_ko: 응원단석 / side: INFIELD / seat_type: CHEERING / accessible: N / description: 2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준
2026,HANWHA,DAEJEON,INFIELD_B,내야지정석B,,INFIELD,RESERVED,,N,2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준,OFFICIAL,S088,2026-09-03,CONFIRMED,[대전 한화생명 볼파크 · 한화 이글스] team_code: HANWHA / stadium_code: DAEJEON / zone_code: INFIELD_B / zone_name_ko: 내야지정석B / side: INFIELD / seat_type: RESERVED / accessible: N / description: 2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준
2026,HANWHA,DAEJEON,INFIELD_BOX,내야박스석,,INFIELD,GROUP,6,N,2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준,OFFICIAL,S088,2026-09-03,CONFIRMED,[대전 한화생명 볼파크 · 한화 이글스] team_code: HANWHA / stadium_code: DAEJEON / zone_code: INFIELD_BOX / zone_name_ko: 내야박스석 / side: INFIELD / seat_type: GROUP / group_size: 6 / accessible: N / description: 2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준
2026,HANWHA,DAEJEON,INFIELD_TABLE_1F,내야탁자석(1층),1F,INFIELD,TABLE,,N,2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준,OFFICIAL,S088,2026-09-03,CONFIRMED,[대전 한화생명 볼파크 · 한화 이글스] team_code: HANWHA / stadium_code: DAEJEON / zone_code: INFIELD_TABLE_1F / zone_name_ko: 내야탁자석(1층) / level: 1F / side: INFIELD / seat_type: TABLE / accessible: N / description: 2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준
2026,HANWHA,DAEJEON,INFIELD_TABLE_4F,내야탁자석(4층),4F,INFIELD,TABLE,,N,2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준,OFFICIAL,S088,2026-09-03,CONFIRMED,[대전 한화생명 볼파크 · 한화 이글스] team_code: HANWHA / stadium_code: DAEJEON / zone_code: INFIELD_TABLE_4F / zone_name_ko: 내야탁자석(4층) / level: 4F / side: INFIELD / seat_type: TABLE / accessible: N / description: 2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준
2026,HANWHA,DAEJEON,INFIELD_WHEELCHAIR,내야휠체어석,,INFIELD,ACCESSIBLE,,Y,2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준,OFFICIAL,S088,2026-09-03,CONFIRMED,[대전 한화생명 볼파크 · 한화 이글스] team_code: HANWHA / stadium_code: DAEJEON / zone_code: INFIELD_WHEELCHAIR / zone_name_ko: 내야휠체어석 / side: INFIELD / seat_type: ACCESSIBLE / accessible: Y / description: 2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준
2026,HANWHA,DAEJEON,INNINGS_VIP_LOUNGE,이닝스 VIP 라운지,,CENTER,PREMIUM,,N,2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준,OFFICIAL,S088,2026-09-03,CONFIRMED,[대전 한화생명 볼파크 · 한화 이글스] team_code: HANWHA / stadium_code: DAEJEON / zone_code: INNINGS_VIP_LOUNGE / zone_name_ko: 이닝스 VIP 라운지 / side: CENTER / seat_type: PREMIUM / accessible: N / description: 2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준
2026,HANWHA,DAEJEON,INNINGS_VIP_TERRACE,이닝스 VIP 테라스,,CENTER,PREMIUM,,N,2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준,OFFICIAL,S088,2026-09-03,CONFIRMED,[대전 한화생명 볼파크 · 한화 이글스] team_code: HANWHA / stadium_code: DAEJEON / zone_code: INNINGS_VIP_TERRACE / zone_name_ko: 이닝스 VIP 테라스 / side: CENTER / seat_type: PREMIUM / accessible: N / description: 2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준
2026,HANWHA,DAEJEON,SPLASH_JACUZZI,스플래쉬 자쿠지,,INFIELD,SPECIAL,,N,2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준,OFFICIAL,S088,2026-09-03,CONFIRMED,[대전 한화생명 볼파크 · 한화 이글스] team_code: HANWHA / stadium_code: DAEJEON / zone_code: SPLASH_JACUZZI / zone_name_ko: 스플래쉬 자쿠지 / side: INFIELD / seat_type: SPECIAL / accessible: N / description: 2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준
2026,HANWHA,DAEJEON,SPLASH_GENERAL,스플래쉬 일반,,INFIELD,SPECIAL,,N,2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준,OFFICIAL,S088,2026-09-03,CONFIRMED,[대전 한화생명 볼파크 · 한화 이글스] team_code: HANWHA / stadium_code: DAEJEON / zone_code: SPLASH_GENERAL / zone_name_ko: 스플래쉬 일반 / side: INFIELD / seat_type: SPECIAL / accessible: N / description: 2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준
2026,HANWHA,DAEJEON,SPLASH_TABLE,스플래쉬 탁자,,INFIELD,TABLE,,N,2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준,OFFICIAL,S088,2026-09-03,CONFIRMED,[대전 한화생명 볼파크 · 한화 이글스] team_code: HANWHA / stadium_code: DAEJEON / zone_code: SPLASH_TABLE / zone_name_ko: 스플래쉬 탁자 / side: INFIELD / seat_type: TABLE / accessible: N / description: 2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준
2026,HANWHA,DAEJEON,OUTFIELD_RESERVED,외야지정석,,OUTFIELD,RESERVED,,N,2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준,OFFICIAL,S088,2026-09-03,CONFIRMED,[대전 한화생명 볼파크 · 한화 이글스] team_code: HANWHA / stadium_code: DAEJEON / zone_code: OUTFIELD_RESERVED / zone_name_ko: 외야지정석 / side: OUTFIELD / seat_type: RESERVED / accessible: N / description: 2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준
2026,HANWHA,DAEJEON,GRASS,잔디석,,OUTFIELD,GRASS,3·4인,N,2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준,OFFICIAL,S088,2026-09-03,CONFIRMED,[대전 한화생명 볼파크 · 한화 이글스] team_code: HANWHA / stadium_code: DAEJEON / zone_code: GRASS / zone_name_ko: 잔디석 / side: OUTFIELD / seat_type: GRASS / group_size: 3·4인 / accessible: N / description: 2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준
2026,HANWHA,DAEJEON,OUTFIELD_COUPLE,외야커플석,,OUTFIELD,COUPLE,2·6인,N,2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준,OFFICIAL,S088,2026-09-03,CONFIRMED,[대전 한화생명 볼파크 · 한화 이글스] team_code: HANWHA / stadium_code: DAEJEON / zone_code: OUTFIELD_COUPLE / zone_name_ko: 외야커플석 / side: OUTFIELD / seat_type: COUPLE / group_size: 2·6인 / accessible: N / description: 2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준
2026,HANWHA,DAEJEON,OUTFIELD_TABLE,외야탁자석,,OUTFIELD,TABLE,,N,2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준,OFFICIAL,S088,2026-09-03,CONFIRMED,[대전 한화생명 볼파크 · 한화 이글스] team_code: HANWHA / stadium_code: DAEJEON / zone_code: OUTFIELD_TABLE / zone_name_ko: 외야탁자석 / side: OUTFIELD / seat_type: TABLE / accessible: N / description: 2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준
2026,HANWHA,DAEJEON,OUTFIELD_WHEELCHAIR,외야휠체어석,,OUTFIELD,ACCESSIBLE,,Y,2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준,OFFICIAL,S088,2026-09-03,CONFIRMED,[대전 한화생명 볼파크 · 한화 이글스] team_code: HANWHA / stadium_code: DAEJEON / zone_code: OUTFIELD_WHEELCHAIR / zone_name_ko: 외야휠체어석 / side: OUTFIELD / seat_type: ACCESSIBLE / accessible: Y / description: 2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준
2026,HANWHA,DAEJEON,SKYBOX,스카이박스,,,SKYBOX,12·15인,N,2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준,OFFICIAL,S088,2026-09-03,CONFIRMED,[대전 한화생명 볼파크 · 한화 이글스] team_code: HANWHA / stadium_code: DAEJEON / zone_code: SKYBOX / zone_name_ko: 스카이박스 / seat_type: SKYBOX / group_size: 12·15인 / accessible: N / description: 2026 한화 공식 티켓 이미지 기준. 인원 표시는 좌석 상품 정원이며 요금은 1인 기준
2026,SAMSUNG,DAEGU,VIP,VIP석,,CENTER,PREMIUM,,N,2026 삼성 공식 좌석·티켓 이미지 기준,OFFICIAL,S058,2026-09-03,CONFIRMED,[대구 삼성 라이온즈 파크 · 삼성 라이온즈] team_code: SAMSUNG / stadium_code: DAEGU / zone_code: VIP / zone_name_ko: VIP석 / side: CENTER / seat_type: PREMIUM / accessible: N / description: 2026 삼성 공식 좌석·티켓 이미지 기준
2026,SAMSUNG,DAEGU,CENTER_TABLE,으뜸병원 중앙테이블석,,CENTER,TABLE,,N,2026 삼성 공식 좌석·티켓 이미지 기준,OFFICIAL,S058,2026-09-03,CONFIRMED,[대구 삼성 라이온즈 파크 · 삼성 라이온즈] team_code: SAMSUNG / stadium_code: DAEGU / zone_code: CENTER_TABLE / zone_name_ko: 으뜸병원 중앙테이블석 / side: CENTER / seat_type: TABLE / accessible: N / description: 2026 삼성 공식 좌석·티켓 이미지 기준
2026,SAMSUNG,DAEGU,TABLE_1B3B,1·3루 테이블석,,INFIELD,TABLE,,N,2026 삼성 공식 좌석·티켓 이미지 기준,OFFICIAL,S058,2026-09-03,CONFIRMED,[대구 삼성 라이온즈 파크 · 삼성 라이온즈] team_code: SAMSUNG / stadium_code: DAEGU / zone_code: TABLE_1B3B / zone_name_ko: 1·3루 테이블석 / side: INFIELD / seat_type: TABLE / accessible: N / description: 2026 삼성 공식 좌석·티켓 이미지 기준
2026,SAMSUNG,DAEGU,EXCITING_1B3B,1·3루 익사이팅석,,INFIELD,SPECIAL,,N,2026 삼성 공식 좌석·티켓 이미지 기준,OFFICIAL,S058,2026-09-03,CONFIRMED,[대구 삼성 라이온즈 파크 · 삼성 라이온즈] team_code: SAMSUNG / stadium_code: DAEGU / zone_code: EXCITING_1B3B / zone_name_ko: 1·3루 익사이팅석 / side: INFIELD / seat_type: SPECIAL / accessible: N / description: 2026 삼성 공식 좌석·티켓 이미지 기준
2026,SAMSUNG,DAEGU,BLUE_ZONE,블루존,,INFIELD,CHEERING,,N,2026 삼성 공식 좌석·티켓 이미지 기준,OFFICIAL,S058,2026-09-03,CONFIRMED,[대구 삼성 라이온즈 파크 · 삼성 라이온즈] team_code: SAMSUNG / stadium_code: DAEGU / zone_code: BLUE_ZONE / zone_name_ko: 블루존 / side: INFIELD / seat_type: CHEERING / accessible: N / description: 2026 삼성 공식 좌석·티켓 이미지 기준
2026,SAMSUNG,DAEGU,INFIELD_3B,3루 내야지정석,,3B,RESERVED,,N,2026 삼성 공식 좌석·티켓 이미지 기준,OFFICIAL,S058,2026-09-03,CONFIRMED,[대구 삼성 라이온즈 파크 · 삼성 라이온즈] team_code: SAMSUNG / stadium_code: DAEGU / zone_code: INFIELD_3B / zone_name_ko: 3루 내야지정석 / side: 3B / seat_type: RESERVED / accessible: N / description: 2026 삼성 공식 좌석·티켓 이미지 기준
2026,SAMSUNG,DAEGU,AWAY_CHEER,원정응원석,,3B,CHEERING,,N,2026 삼성 공식 좌석·티켓 이미지 기준,OFFICIAL,S058,2026-09-03,CONFIRMED,[대구 삼성 라이온즈 파크 · 삼성 라이온즈] team_code: SAMSUNG / stadium_code: DAEGU / zone_code: AWAY_CHEER / zone_name_ko: 원정응원석 / side: 3B / seat_type: CHEERING / accessible: N / description: 2026 삼성 공식 좌석·티켓 이미지 기준
2026,SAMSUNG,DAEGU,INFIELD_1B,1루 내야지정석,,1B,RESERVED,,N,2026 삼성 공식 좌석·티켓 이미지 기준,OFFICIAL,S058,2026-09-03,CONFIRMED,[대구 삼성 라이온즈 파크 · 삼성 라이온즈] team_code: SAMSUNG / stadium_code: DAEGU / zone_code: INFIELD_1B / zone_name_ko: 1루 내야지정석 / side: 1B / seat_type: RESERVED / accessible: N / description: 2026 삼성 공식 좌석·티켓 이미지 기준
2026,SAMSUNG,DAEGU,SKY_YOGIBO_FAMILY,SKY 요기보 패밀리존,4F,,FAMILY,4,N,2026 삼성 공식 좌석·티켓 이미지 기준,OFFICIAL,S058,2026-09-03,CONFIRMED,[대구 삼성 라이온즈 파크 · 삼성 라이온즈] team_code: SAMSUNG / stadium_code: DAEGU / zone_code: SKY_YOGIBO_FAMILY / zone_name_ko: SKY 요기보 패밀리존 / level: 4F / seat_type: FAMILY / group_size: 4 / accessible: N / description: 2026 삼성 공식 좌석·티켓 이미지 기준
2026,SAMSUNG,DAEGU,SKY_BLUE,SKY 블루존,4F,,CHEERING,,N,2026 삼성 공식 좌석·티켓 이미지 기준,OFFICIAL,S058,2026-09-03,CONFIRMED,[대구 삼성 라이온즈 파크 · 삼성 라이온즈] team_code: SAMSUNG / stadium_code: DAEGU / zone_code: SKY_BLUE / zone_name_ko: SKY 블루존 / level: 4F / seat_type: CHEERING / accessible: N / description: 2026 삼성 공식 좌석·티켓 이미지 기준
2026,SAMSUNG,DAEGU,SKY_LOWER,SKY 하단 지정석,4F,,RESERVED,,N,2026 삼성 공식 좌석·티켓 이미지 기준,OFFICIAL,S058,2026-09-03,CONFIRMED,[대구 삼성 라이온즈 파크 · 삼성 라이온즈] team_code: SAMSUNG / stadium_code: DAEGU / zone_code: SKY_LOWER / zone_name_ko: SKY 하단 지정석 / level: 4F / seat_type: RESERVED / accessible: N / description: 2026 삼성 공식 좌석·티켓 이미지 기준
2026,SAMSUNG,DAEGU,SKY_UPPER_1B3B,1·3루 SKY 상단 지정석,4F,,RESERVED,,N,2026 삼성 공식 좌석·티켓 이미지 기준,OFFICIAL,S058,2026-09-03,CONFIRMED,[대구 삼성 라이온즈 파크 · 삼성 라이온즈] team_code: SAMSUNG / stadium_code: DAEGU / zone_code: SKY_UPPER_1B3B / zone_name_ko: 1·3루 SKY 상단 지정석 / level: 4F / seat_type: RESERVED / accessible: N / description: 2026 삼성 공식 좌석·티켓 이미지 기준
2026,SAMSUNG,DAEGU,SKY_UPPER_CENTER,중앙 SKY 상단 지정석,4F,CENTER,RESERVED,,N,2026 삼성 공식 좌석·티켓 이미지 기준,OFFICIAL,S058,2026-09-03,CONFIRMED,[대구 삼성 라이온즈 파크 · 삼성 라이온즈] team_code: SAMSUNG / stadium_code: DAEGU / zone_code: SKY_UPPER_CENTER / zone_name_ko: 중앙 SKY 상단 지정석 / level: 4F / side: CENTER / seat_type: RESERVED / accessible: N / description: 2026 삼성 공식 좌석·티켓 이미지 기준
2026,SAMSUNG,DAEGU,OUTFIELD_RESERVED,외야지정석,,OUTFIELD,RESERVED,,N,2026 삼성 공식 좌석·티켓 이미지 기준,OFFICIAL,S058,2026-09-03,CONFIRMED,[대구 삼성 라이온즈 파크 · 삼성 라이온즈] team_code: SAMSUNG / stadium_code: DAEGU / zone_code: OUTFIELD_RESERVED / zone_name_ko: 외야지정석 / side: OUTFIELD / seat_type: RESERVED / accessible: N / description: 2026 삼성 공식 좌석·티켓 이미지 기준
2026,SAMSUNG,DAEGU,HABITAT_FAMILY,한국해비타트 외야패밀리석,,OUTFIELD,FAMILY,,N,2026 삼성 공식 좌석·티켓 이미지 기준,OFFICIAL,S058,2026-09-03,CONFIRMED,[대구 삼성 라이온즈 파크 · 삼성 라이온즈] team_code: SAMSUNG / stadium_code: DAEGU / zone_code: HABITAT_FAMILY / zone_name_ko: 한국해비타트 외야패밀리석 / side: OUTFIELD / seat_type: FAMILY / accessible: N / description: 2026 삼성 공식 좌석·티켓 이미지 기준
2026,SAMSUNG,DAEGU,OUTFIELD_TABLE_4,외야테이블석(4인),,OUTFIELD,TABLE,4,N,2026 삼성 공식 좌석·티켓 이미지 기준,OFFICIAL,S058,2026-09-03,CONFIRMED,[대구 삼성 라이온즈 파크 · 삼성 라이온즈] team_code: SAMSUNG / stadium_code: DAEGU / zone_code: OUTFIELD_TABLE_4 / zone_name_ko: 외야테이블석(4인) / side: OUTFIELD / seat_type: TABLE / group_size: 4 / accessible: N / description: 2026 삼성 공식 좌석·티켓 이미지 기준
2026,SAMSUNG,DAEGU,OUTFIELD_TABLE_8,외야테이블석(8인),,OUTFIELD,TABLE,8,N,2026 삼성 공식 좌석·티켓 이미지 기준,OFFICIAL,S058,2026-09-03,CONFIRMED,[대구 삼성 라이온즈 파크 · 삼성 라이온즈] team_code: SAMSUNG / stadium_code: DAEGU / zone_code: OUTFIELD_TABLE_8 / zone_name_ko: 외야테이블석(8인) / side: OUTFIELD / seat_type: TABLE / group_size: 8 / accessible: N / description: 2026 삼성 공식 좌석·티켓 이미지 기준
2026,SAMSUNG,DAEGU,OUTFIELD_COUPLE_TABLE,외야커플테이블석,,OUTFIELD,COUPLE,2,N,2026 삼성 공식 좌석·티켓 이미지 기준,OFFICIAL,S058,2026-09-03,CONFIRMED,[대구 삼성 라이온즈 파크 · 삼성 라이온즈] team_code: SAMSUNG / stadium_code: DAEGU / zone_code: OUTFIELD_COUPLE_TABLE / zone_name_ko: 외야커플테이블석 / side: OUTFIELD / seat_type: COUPLE / group_size: 2 / accessible: N / description: 2026 삼성 공식 좌석·티켓 이미지 기준
2026,SAMSUNG,DAEGU,ROOFTOP_TABLE,루프탑테이블석,,OUTFIELD,TABLE,,N,2026 삼성 공식 좌석·티켓 이미지 기준,OFFICIAL,S058,2026-09-03,CONFIRMED,[대구 삼성 라이온즈 파크 · 삼성 라이온즈] team_code: SAMSUNG / stadium_code: DAEGU / zone_code: ROOFTOP_TABLE / zone_name_ko: 루프탑테이블석 / side: OUTFIELD / seat_type: TABLE / accessible: N / description: 2026 삼성 공식 좌석·티켓 이미지 기준
2026,SAMSUNG,DAEGU,PARTY_FLOOR_LIVE,파티플로어 라이브석,4F,,SPECIAL,,N,2026 삼성 공식 좌석·티켓 이미지 기준,OFFICIAL,S058,2026-09-03,CONFIRMED,[대구 삼성 라이온즈 파크 · 삼성 라이온즈] team_code: SAMSUNG / stadium_code: DAEGU / zone_code: PARTY_FLOOR_LIVE / zone_name_ko: 파티플로어 라이브석 / level: 4F / seat_type: SPECIAL / accessible: N / description: 2026 삼성 공식 좌석·티켓 이미지 기준
2026,SAMSUNG,DAEGU,GRASS_GREEN,잔디그린존,,OUTFIELD,GRASS,,N,2026 삼성 공식 좌석·티켓 이미지 기준,OFFICIAL,S058,2026-09-03,CONFIRMED,[대구 삼성 라이온즈 파크 · 삼성 라이온즈] team_code: SAMSUNG / stadium_code: DAEGU / zone_code: GRASS_GREEN / zone_name_ko: 잔디그린존 / side: OUTFIELD / seat_type: GRASS / accessible: N / description: 2026 삼성 공식 좌석·티켓 이미지 기준
2026,SAMSUNG,DAEGU,IM_BANK_CAMPING,iM뱅크 캠핑존,,OUTFIELD,GROUP,6,N,2026 삼성 공식 좌석·티켓 이미지 기준,OFFICIAL,S058,2026-09-03,CONFIRMED,[대구 삼성 라이온즈 파크 · 삼성 라이온즈] team_code: SAMSUNG / stadium_code: DAEGU / zone_code: IM_BANK_CAMPING / zone_name_ko: iM뱅크 캠핑존 / side: OUTFIELD / seat_type: GROUP / group_size: 6 / accessible: N / description: 2026 삼성 공식 좌석·티켓 이미지 기준
2026,SAMSUNG,DAEGU,WHEELCHAIR,장애인(휠체어)석,,INFIELD,ACCESSIBLE,,Y,2026 삼성 공식 좌석·티켓 이미지 기준,OFFICIAL,S058,2026-09-03,CONFIRMED,[대구 삼성 라이온즈 파크 · 삼성 라이온즈] team_code: SAMSUNG / stadium_code: DAEGU / zone_code: WHEELCHAIR / zone_name_ko: 장애인(휠체어)석 / side: INFIELD / seat_type: ACCESSIBLE / accessible: Y / description: 2026 삼성 공식 좌석·티켓 이미지 기준
2026,SAMSUNG,DAEGU,SWEET_BOX,스윗박스,4F,,SKYBOX,,N,2026 좌석도에는 표시되나 일반 가격표에는 요금 미표시,OFFICIAL,S058,2026-09-03,PARTIAL,[대구 삼성 라이온즈 파크 · 삼성 라이온즈] team_code: SAMSUNG / stadium_code: DAEGU / zone_code: SWEET_BOX / zone_name_ko: 스윗박스 / level: 4F / seat_type: SKYBOX / accessible: N / description: 2026 좌석도에는 표시되나 일반 가격표에는 요금 미표시 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
2026,KIA,GWANGJU,CHAMPION,챔피언석,,CENTER,PREMIUM,,N,2026 KIA 공식 좌석도·가격표 기준,OFFICIAL,S061,2026-09-03,CONFIRMED,[광주-KIA 챔피언스 필드 · KIA 타이거즈] team_code: KIA / stadium_code: GWANGJU / zone_code: CHAMPION / zone_name_ko: 챔피언석 / side: CENTER / seat_type: PREMIUM / accessible: N / description: 2026 KIA 공식 좌석도·가격표 기준
2026,KIA,GWANGJU,CENTER_TABLE,중앙테이블석,,CENTER,TABLE,2·3인,N,2026 KIA 공식 좌석도·가격표 기준,OFFICIAL,S061,2026-09-03,CONFIRMED,[광주-KIA 챔피언스 필드 · KIA 타이거즈] team_code: KIA / stadium_code: GWANGJU / zone_code: CENTER_TABLE / zone_name_ko: 중앙테이블석 / side: CENTER / seat_type: TABLE / group_size: 2·3인 / accessible: N / description: 2026 KIA 공식 좌석도·가격표 기준
2026,KIA,GWANGJU,ACCESSIBLE_RESERVED,장애인지정석,,INFIELD,ACCESSIBLE,,Y,2026 KIA 공식 좌석도·가격표 기준,OFFICIAL,S061,2026-09-03,CONFIRMED,[광주-KIA 챔피언스 필드 · KIA 타이거즈] team_code: KIA / stadium_code: GWANGJU / zone_code: ACCESSIBLE_RESERVED / zone_name_ko: 장애인지정석 / side: INFIELD / seat_type: ACCESSIBLE / accessible: Y / description: 2026 KIA 공식 좌석도·가격표 기준
2026,KIA,GWANGJU,K9,K9,,INFIELD,RESERVED,,N,2026 KIA 공식 좌석도·가격표 기준,OFFICIAL,S061,2026-09-03,CONFIRMED,[광주-KIA 챔피언스 필드 · KIA 타이거즈] team_code: KIA / stadium_code: GWANGJU / zone_code: K9 / zone_name_ko: K9 / side: INFIELD / seat_type: RESERVED / accessible: N / description: 2026 KIA 공식 좌석도·가격표 기준
2026,KIA,GWANGJU,K8,K8,,INFIELD,RESERVED,,N,2026 KIA 공식 좌석도·가격표 기준,OFFICIAL,S061,2026-09-03,CONFIRMED,[광주-KIA 챔피언스 필드 · KIA 타이거즈] team_code: KIA / stadium_code: GWANGJU / zone_code: K8 / zone_name_ko: K8 / side: INFIELD / seat_type: RESERVED / accessible: N / description: 2026 KIA 공식 좌석도·가격표 기준
2026,KIA,GWANGJU,K5,K5,,INFIELD,RESERVED,,N,2026 KIA 공식 좌석도·가격표 기준,OFFICIAL,S061,2026-09-03,CONFIRMED,[광주-KIA 챔피언스 필드 · KIA 타이거즈] team_code: KIA / stadium_code: GWANGJU / zone_code: K5 / zone_name_ko: K5 / side: INFIELD / seat_type: RESERVED / accessible: N / description: 2026 KIA 공식 좌석도·가격표 기준
2026,KIA,GWANGJU,SURPRISE,서프라이즈석,,INFIELD,SPECIAL,,N,2026 KIA 공식 좌석도·가격표 기준,OFFICIAL,S061,2026-09-03,CONFIRMED,[광주-KIA 챔피언스 필드 · KIA 타이거즈] team_code: KIA / stadium_code: GWANGJU / zone_code: SURPRISE / zone_name_ko: 서프라이즈석 / side: INFIELD / seat_type: SPECIAL / accessible: N / description: 2026 KIA 공식 좌석도·가격표 기준
2026,KIA,GWANGJU,TIGERS_FAMILY,타이거즈가족석,,INFIELD,FAMILY,4·6인,N,2026 KIA 공식 좌석도·가격표 기준,OFFICIAL,S061,2026-09-03,CONFIRMED,[광주-KIA 챔피언스 필드 · KIA 타이거즈] team_code: KIA / stadium_code: GWANGJU / zone_code: TIGERS_FAMILY / zone_name_ko: 타이거즈가족석 / side: INFIELD / seat_type: FAMILY / group_size: 4·6인 / accessible: N / description: 2026 KIA 공식 좌석도·가격표 기준
2026,KIA,GWANGJU,WHEELCHAIR,휠체어석,,INFIELD,ACCESSIBLE,,Y,2026 KIA 공식 좌석도·가격표 기준,OFFICIAL,S061,2026-09-03,CONFIRMED,[광주-KIA 챔피언스 필드 · KIA 타이거즈] team_code: KIA / stadium_code: GWANGJU / zone_code: WHEELCHAIR / zone_name_ko: 휠체어석 / side: INFIELD / seat_type: ACCESSIBLE / accessible: Y / description: 2026 KIA 공식 좌석도·가격표 기준
2026,KIA,GWANGJU,PARTY_4F,4층파티석,4F,,GROUP,4,N,2026 KIA 공식 좌석도·가격표 기준,OFFICIAL,S061,2026-09-03,CONFIRMED,[광주-KIA 챔피언스 필드 · KIA 타이거즈] team_code: KIA / stadium_code: GWANGJU / zone_code: PARTY_4F / zone_name_ko: 4층파티석 / level: 4F / seat_type: GROUP / group_size: 4 / accessible: N / description: 2026 KIA 공식 좌석도·가격표 기준
