record_id,stadium_code,stadium_name,team_code,facility_type,facility_name,floor,side,location_detail,indoor_outdoor,evidence_type,evidence_subtype,source,source_url,verified_at,status,notes,content
SC_FAC_DAEJEON_005,DAEJEON,대전 한화생명 볼파크,HANWHA,포토부스,포토이즘 / 인생네컷,2층,3루,2층 3루,,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%eb%8c%80%ec%a0%84%ed%95%9c%ed%99%94%ec%83%9d%eb%aa%85%eb%b3%bc%ed%8c%8c%ed%81%ac-%ea%b5%bf%ec%a6%88%ec%83%b5-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-%ed%8f%ac%ed%86%a0%ec%9d%b4%ec%a6%98%ec%9d%b8/,2026-09-10,PARTIAL,,[대전 한화생명 볼파크 · 한화 이글스] stadium_code: DAEJEON / stadium_name: 대전 한화생명 볼파크 / team_code: HANWHA / facility_type: 포토부스 / facility_name: 포토이즘 / 인생네컷 / floor: 2층 / side: 3루 / location_detail: 2층 3루 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_DAEJEON_006,DAEJEON,대전 한화생명 볼파크,HANWHA,기타,키즈카페,,외야,키즈카페 (외야),,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%eb%8c%80%ec%a0%84%ed%95%9c%ed%99%94%ec%83%9d%eb%aa%85%eb%b3%bc%ed%8c%8c%ed%81%ac-%ea%b5%bf%ec%a6%88%ec%83%b5-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-%ed%82%a4%ec%a6%88%ec%b9%b4%ed%8e%98/,2026-09-10,PARTIAL,,[대전 한화생명 볼파크 · 한화 이글스] stadium_code: DAEJEON / stadium_name: 대전 한화생명 볼파크 / team_code: HANWHA / facility_type: 기타 / facility_name: 키즈카페 / side: 외야 / location_detail: 키즈카페 (외야) (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_DAEGU_001,DAEGU,대구 삼성 라이온즈 파크,SAMSUNG,굿즈샵,팀스토어,1층,,1층 외부,,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/대구-라이온즈파크-편의시설굿즈샵-팀스토어/,2026-09-10,PARTIAL,,[대구 삼성 라이온즈 파크 · 삼성 라이온즈] stadium_code: DAEGU / stadium_name: 대구 삼성 라이온즈 파크 / team_code: SAMSUNG / facility_type: 굿즈샵 / facility_name: 팀스토어 / floor: 1층 / location_detail: 1층 외부 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_DAEGU_002,DAEGU,대구 삼성 라이온즈 파크,SAMSUNG,굿즈샵,언더아머샵,1층,,언더아머샵 (1층 외부),,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/대구-라이온즈파크-편의시설굿즈샵-언더아머샵/,2026-09-10,PARTIAL,,[대구 삼성 라이온즈 파크 · 삼성 라이온즈] stadium_code: DAEGU / stadium_name: 대구 삼성 라이온즈 파크 / team_code: SAMSUNG / facility_type: 굿즈샵 / facility_name: 언더아머샵 / floor: 1층 / location_detail: 언더아머샵 (1층 외부) (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_DAEGU_003,DAEGU,대구 삼성 라이온즈 파크,SAMSUNG,포토부스,블루포카,3층,중앙,3층 중앙테이블석 근처,,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/대구-라이온즈파크-편의시설굿즈샵-블루포카중앙/,2026-09-10,PARTIAL,,[대구 삼성 라이온즈 파크 · 삼성 라이온즈] stadium_code: DAEGU / stadium_name: 대구 삼성 라이온즈 파크 / team_code: SAMSUNG / facility_type: 포토부스 / facility_name: 블루포카 / floor: 3층 / side: 중앙 / location_detail: 3층 중앙테이블석 근처 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_DAEGU_004,DAEGU,대구 삼성 라이온즈 파크,SAMSUNG,포토부스,포토카드,,3루,포토카드 (3루 내야지정석 11구역),,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/대구-라이온즈파크-편의시설굿즈샵-포토카드/,2026-09-10,PARTIAL,,[대구 삼성 라이온즈 파크 · 삼성 라이온즈] stadium_code: DAEGU / stadium_name: 대구 삼성 라이온즈 파크 / team_code: SAMSUNG / facility_type: 포토부스 / facility_name: 포토카드 / side: 3루 / location_detail: 포토카드 (3루 내야지정석 11구역) (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_DAEGU_005,DAEGU,대구 삼성 라이온즈 파크,SAMSUNG,포토부스,블루샷 (인생네컷),3층,중앙,3층 중앙테이블석 근처,,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/대구-라이온즈파크-편의시설굿즈샵-블루샷인생네/,2026-09-10,PARTIAL,,[대구 삼성 라이온즈 파크 · 삼성 라이온즈] stadium_code: DAEGU / stadium_name: 대구 삼성 라이온즈 파크 / team_code: SAMSUNG / facility_type: 포토부스 / facility_name: 블루샷 (인생네컷) / floor: 3층 / side: 중앙 / location_detail: 3층 중앙테이블석 근처 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_DAEGU_006,DAEGU,대구 삼성 라이온즈 파크,SAMSUNG,물품보관함,물품보관함,1층,,1층 외부 매표소,,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/대구-라이온즈파크-편의시설굿즈샵-물품보관함/,2026-09-10,PARTIAL,,[대구 삼성 라이온즈 파크 · 삼성 라이온즈] stadium_code: DAEGU / stadium_name: 대구 삼성 라이온즈 파크 / team_code: SAMSUNG / facility_type: 물품보관함 / facility_name: 물품보관함 / floor: 1층 / location_detail: 1층 외부 매표소 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_DAEGU_007,DAEGU,대구 삼성 라이온즈 파크,SAMSUNG,보조배터리,보조배터리 대여,,3루,3루 블루존 2구역,,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/대구-라이온즈파크-편의시설굿즈샵-보조배터리/,2026-09-10,PARTIAL,,[대구 삼성 라이온즈 파크 · 삼성 라이온즈] stadium_code: DAEGU / stadium_name: 대구 삼성 라이온즈 파크 / team_code: SAMSUNG / facility_type: 보조배터리 / facility_name: 보조배터리 대여 / side: 3루 / location_detail: 3루 블루존 2구역 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_DAEGU_008,DAEGU,대구 삼성 라이온즈 파크,SAMSUNG,보조배터리,보조배터리 대여,3층,중앙,3층 중앙,,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/대구-라이온즈파크-편의시설굿즈샵-보조배터리/,2026-09-10,PARTIAL,,[대구 삼성 라이온즈 파크 · 삼성 라이온즈] stadium_code: DAEGU / stadium_name: 대구 삼성 라이온즈 파크 / team_code: SAMSUNG / facility_type: 보조배터리 / facility_name: 보조배터리 대여 / floor: 3층 / side: 중앙 / location_detail: 3층 중앙 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_GWANGJU_001,GWANGJU,광주 KIA 챔피언스필드,KIA,굿즈샵,팀스토어,외부,중앙,팀스토어 (외부 중앙),실외,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/광주-챔피언스필드-편의시설-팀스토어/,2026-09-10,PARTIAL,,[광주-KIA 챔피언스 필드 · KIA 타이거즈] stadium_code: GWANGJU / stadium_name: 광주 KIA 챔피언스필드 / team_code: KIA / facility_type: 굿즈샵 / facility_name: 팀스토어 / floor: 외부 / side: 중앙 / location_detail: 팀스토어 (외부 중앙) / indoor_outdoor: 실외 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_GWANGJU_002,GWANGJU,광주 KIA 챔피언스필드,KIA,기타,마킹존,외부,,마킹존 (외부 팀스토어 근처),실외,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/광주-챔피언스필드-편의시설-마킹존/,2026-09-10,PARTIAL,,[광주-KIA 챔피언스 필드 · KIA 타이거즈] stadium_code: GWANGJU / stadium_name: 광주 KIA 챔피언스필드 / team_code: KIA / facility_type: 기타 / facility_name: 마킹존 / floor: 외부 / location_detail: 마킹존 (외부 팀스토어 근처) / indoor_outdoor: 실외 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_GWANGJU_003,GWANGJU,광주 KIA 챔피언스필드,KIA,굿즈샵,팀스토어 미니,3층,3루,3루 3층,,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/광주-챔피언스필드-편의시설-팀스토어-미니/,2026-09-10,PARTIAL,,[광주-KIA 챔피언스 필드 · KIA 타이거즈] stadium_code: GWANGJU / stadium_name: 광주 KIA 챔피언스필드 / team_code: KIA / facility_type: 굿즈샵 / facility_name: 팀스토어 미니 / floor: 3층 / side: 3루 / location_detail: 3루 3층 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_GWANGJU_004,GWANGJU,광주 KIA 챔피언스필드,KIA,포토부스,포토부스 (인생네컷),외부,외야~1루,포토부스 (외부 외야~1루),실외,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/광주-챔피언스필드-편의시설-포토부스인생네컷/,2026-09-10,PARTIAL,,[광주-KIA 챔피언스 필드 · KIA 타이거즈] stadium_code: GWANGJU / stadium_name: 광주 KIA 챔피언스필드 / team_code: KIA / facility_type: 포토부스 / facility_name: 포토부스 (인생네컷) / floor: 외부 / side: 외야~1루 / location_detail: 포토부스 (외부 외야~1루) / indoor_outdoor: 실외 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_GWANGJU_005,GWANGJU,광주 KIA 챔피언스필드,KIA,포토부스,포토카드,,,포토카드 (525구역 복도),,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/광주-챔피언스필드-편의시설-포토카드/,2026-09-10,PARTIAL,,[광주-KIA 챔피언스 필드 · KIA 타이거즈] stadium_code: GWANGJU / stadium_name: 광주 KIA 챔피언스필드 / team_code: KIA / facility_type: 포토부스 / facility_name: 포토카드 / location_detail: 포토카드 (525구역 복도) (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_GWANGJU_006,GWANGJU,광주 KIA 챔피언스필드,KIA,굿즈샵,INC SHOP,,,INC SHOP (INC COFFEE 내부),,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/광주-챔피언스필드-편의시설-inc-shop/,2026-09-10,PARTIAL,,[광주-KIA 챔피언스 필드 · KIA 타이거즈] stadium_code: GWANGJU / stadium_name: 광주 KIA 챔피언스필드 / team_code: KIA / facility_type: 굿즈샵 / facility_name: INC SHOP / location_detail: INC SHOP (INC COFFEE 내부) (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_GWANGJU_007,GWANGJU,광주 KIA 챔피언스필드,KIA,보조배터리,보조배터리,,중앙,중앙 통로,,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/광주-챔피언스필드-편의시설-보조배터리/,2026-09-10,PARTIAL,,[광주-KIA 챔피언스 필드 · KIA 타이거즈] stadium_code: GWANGJU / stadium_name: 광주 KIA 챔피언스필드 / team_code: KIA / facility_type: 보조배터리 / facility_name: 보조배터리 / side: 중앙 / location_detail: 중앙 통로 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_GWANGJU_008,GWANGJU,광주 KIA 챔피언스필드,KIA,물품보관함,물품보관함,외부,,물품보관함 (외부 원정출입구),실외,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/광주-챔피언스필드-편의시설-물품보관함/,2026-09-10,PARTIAL,,[광주-KIA 챔피언스 필드 · KIA 타이거즈] stadium_code: GWANGJU / stadium_name: 광주 KIA 챔피언스필드 / team_code: KIA / facility_type: 물품보관함 / facility_name: 물품보관함 / floor: 외부 / location_detail: 물품보관함 (외부 원정출입구) / indoor_outdoor: 실외 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_GWANGJU_009,GWANGJU,광주 KIA 챔피언스필드,KIA,물품보관함,물품보관함,,중앙,물품보관함 (중앙 통로),,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/광주-챔피언스필드-편의시설-물품보관함내부/,2026-09-10,PARTIAL,,[광주-KIA 챔피언스 필드 · KIA 타이거즈] stadium_code: GWANGJU / stadium_name: 광주 KIA 챔피언스필드 / team_code: KIA / facility_type: 물품보관함 / facility_name: 물품보관함 / side: 중앙 / location_detail: 물품보관함 (중앙 통로) (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_SAJIK_001,SAJIK,사직야구장,LOTTE,굿즈샵,프로페셔널샵,1층,중앙,프로페셔널샵 (중앙광장 1층),,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%eb%b6%80%ec%82%b0-%ec%82%ac%ec%a7%81%ec%95%bc%ea%b5%ac%ec%9e%a5-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-%ed%94%84%eb%a1%9c%ed%8e%98%ec%85%94%eb%84%90%ec%83%b5%ec%a4%91%ec%95%99%ea%b4%91%ec%9e%a5/,2026-09-10,PARTIAL,,[사직야구장 · 롯데 자이언츠] stadium_code: SAJIK / stadium_name: 사직야구장 / team_code: LOTTE / facility_type: 굿즈샵 / facility_name: 프로페셔널샵 / floor: 1층 / side: 중앙 / location_detail: 프로페셔널샵 (중앙광장 1층) (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_SAJIK_002,SAJIK,사직야구장,LOTTE,굿즈샵,콜라보샵,,중앙,콜라보샵 (중앙광장),,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%eb%b6%80%ec%82%b0-%ec%82%ac%ec%a7%81%ec%95%bc%ea%b5%ac%ec%9e%a5-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-%ec%bd%9c%eb%9d%bc%eb%b3%b4%ec%83%b5%ec%a4%91%ec%95%99%ea%b4%91%ec%9e%a5/,2026-09-10,PARTIAL,,[사직야구장 · 롯데 자이언츠] stadium_code: SAJIK / stadium_name: 사직야구장 / team_code: LOTTE / facility_type: 굿즈샵 / facility_name: 콜라보샵 / side: 중앙 / location_detail: 콜라보샵 (중앙광장) (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_SAJIK_003,SAJIK,사직야구장,LOTTE,굿즈샵,패션샵,3층,중앙~3루,3층 중앙~3루,,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%eb%b6%80%ec%82%b0-%ec%82%ac%ec%a7%81%ec%95%bc%ea%b5%ac%ec%9e%a5-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-%ed%8c%a8%ec%85%98%ec%83%b5%eb%82%b4%eb%b6%80-3%ec%b8%b5/,2026-09-10,PARTIAL,,[사직야구장 · 롯데 자이언츠] stadium_code: SAJIK / stadium_name: 사직야구장 / team_code: LOTTE / facility_type: 굿즈샵 / facility_name: 패션샵 / floor: 3층 / side: 중앙~3루 / location_detail: 3층 중앙~3루 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_SAJIK_004,SAJIK,사직야구장,LOTTE,굿즈샵,치어샵,2층,1루,2층 드림GATE 근처,,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%eb%b6%80%ec%82%b0-%ec%82%ac%ec%a7%81%ec%95%bc%ea%b5%ac%ec%9e%a5-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-%ec%b9%98%ec%96%b4%ec%83%b51%eb%a3%a8-2%ec%b8%b5/,2026-09-10,PARTIAL,,[사직야구장 · 롯데 자이언츠] stadium_code: SAJIK / stadium_name: 사직야구장 / team_code: LOTTE / facility_type: 굿즈샵 / facility_name: 치어샵 / floor: 2층 / side: 1루 / location_detail: 2층 드림GATE 근처 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_SAJIK_005,SAJIK,사직야구장,LOTTE,굿즈샵,랜덤토이샵,2층,,광장 마킹스테이션 2층,,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%eb%b6%80%ec%82%b0-%ec%82%ac%ec%a7%81%ec%95%bc%ea%b5%ac%ec%9e%a5-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-%eb%9e%9c%eb%8d%a4-%ed%86%a0%ec%9d%b4%ec%83%b5/,2026-09-10,PARTIAL,,[사직야구장 · 롯데 자이언츠] stadium_code: SAJIK / stadium_name: 사직야구장 / team_code: LOTTE / facility_type: 굿즈샵 / facility_name: 랜덤토이샵 / floor: 2층 / location_detail: 광장 마킹스테이션 2층 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_SAJIK_006,SAJIK,사직야구장,LOTTE,포토부스,포토카드,2층,3루,2층 3루 322 GATE,,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%eb%b6%80%ec%82%b0-%ec%82%ac%ec%a7%81%ec%95%bc%ea%b5%ac%ec%9e%a5-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-%ed%8f%ac%ed%86%a0%ec%b9%b4%eb%93%9c/,2026-09-10,PARTIAL,,[사직야구장 · 롯데 자이언츠] stadium_code: SAJIK / stadium_name: 사직야구장 / team_code: LOTTE / facility_type: 포토부스 / facility_name: 포토카드 / floor: 2층 / side: 3루 / location_detail: 2층 3루 322 GATE (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_SAJIK_007,SAJIK,사직야구장,LOTTE,포토부스,네컷포토,3층,1루,네컷포토 (3층 1루 131 GATE),,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%eb%b6%80%ec%82%b0-%ec%82%ac%ec%a7%81%ec%95%bc%ea%b5%ac%ec%9e%a5-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-%eb%84%a4%ec%bb%b7%ed%8f%ac%ed%86%a01%eb%a3%a8-3%ec%b8%b5/,2026-09-10,PARTIAL,,[사직야구장 · 롯데 자이언츠] stadium_code: SAJIK / stadium_name: 사직야구장 / team_code: LOTTE / facility_type: 포토부스 / facility_name: 네컷포토 / floor: 3층 / side: 1루 / location_detail: 네컷포토 (3층 1루 131 GATE) (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_SAJIK_008,SAJIK,사직야구장,LOTTE,포토부스,네컷포토,2층,3루,네컷포토 (2층 3루 322 GATE),,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%eb%b6%80%ec%82%b0-%ec%82%ac%ec%a7%81%ec%95%bc%ea%b5%ac%ec%9e%a5-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-%eb%84%a4%ec%bb%b7%ed%8f%ac%ed%86%a03%ec%b8%b5-%ec%a4%91%ec%95%99/,2026-09-10,PARTIAL,,[사직야구장 · 롯데 자이언츠] stadium_code: SAJIK / stadium_name: 사직야구장 / team_code: LOTTE / facility_type: 포토부스 / facility_name: 네컷포토 / floor: 2층 / side: 3루 / location_detail: 네컷포토 (2층 3루 322 GATE) (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_SAJIK_009,SAJIK,사직야구장,LOTTE,포토부스,네컷포토,,중앙,네컷포토 (중앙광장 마킹스테이션 옆),,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%EB%B6%80%EC%82%B0-%EC%82%AC%EC%A7%81%EC%95%BC%EA%B5%AC%EC%9E%A5-%ED%8E%B8%EC%9D%98%EC%8B%9C%EC%84%A4-%EB%84%A4%EC%BB%B7%ED%8F%AC%ED%86%A0%EA%B4%91%EC%9E%A5/,2026-09-10,PARTIAL,,[사직야구장 · 롯데 자이언츠] stadium_code: SAJIK / stadium_name: 사직야구장 / team_code: LOTTE / facility_type: 포토부스 / facility_name: 네컷포토 / side: 중앙 / location_detail: 네컷포토 (중앙광장 마킹스테이션 옆) (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_SAJIK_010,SAJIK,사직야구장,LOTTE,물품보관함,짐캐리,1층,중앙,짐캐리 (중앙광장 1층),,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%eb%b6%80%ec%82%b0-%ec%82%ac%ec%a7%81%ec%95%bc%ea%b5%ac%ec%9e%a5-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-%ec%a7%90%ec%ba%90%eb%a6%ac%ec%a4%91%ec%95%99-%ea%b4%91%ec%9e%a5/,2026-09-10,PARTIAL,,[사직야구장 · 롯데 자이언츠] stadium_code: SAJIK / stadium_name: 사직야구장 / team_code: LOTTE / facility_type: 물품보관함 / facility_name: 짐캐리 / floor: 1층 / side: 중앙 / location_detail: 짐캐리 (중앙광장 1층) (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_SAJIK_011,SAJIK,사직야구장,LOTTE,물품보관함,물품보관함,2층,1루,물품보관함 (1루 2층),,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%eb%b6%80%ec%82%b0-%ec%82%ac%ec%a7%81%ec%95%bc%ea%b5%ac%ec%9e%a5-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-%eb%ac%bc%ed%92%88%eb%b3%b4%ea%b4%80%ed%95%a8-1%eb%a3%a8-2%ec%b8%b5/,2026-09-10,PARTIAL,,[사직야구장 · 롯데 자이언츠] stadium_code: SAJIK / stadium_name: 사직야구장 / team_code: LOTTE / facility_type: 물품보관함 / facility_name: 물품보관함 / floor: 2층 / side: 1루 / location_detail: 물품보관함 (1루 2층) (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_SAJIK_012,SAJIK,사직야구장,LOTTE,물품보관함,물품보관함,3층,3루,물품보관함 (3루 3층 유아휴게실 옆),,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%eb%b6%80%ec%82%b0-%ec%82%ac%ec%a7%81%ec%95%bc%ea%b5%ac%ec%9e%a5-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-%eb%ac%bc%ed%92%88%eb%b3%b4%ea%b4%80%ed%95%a8-3%eb%a3%a8-3%ec%b8%b5-%ec%9c%a0%ec%95%84%ed%9c%b4/,2026-09-10,PARTIAL,,[사직야구장 · 롯데 자이언츠] stadium_code: SAJIK / stadium_name: 사직야구장 / team_code: LOTTE / facility_type: 물품보관함 / facility_name: 물품보관함 / floor: 3층 / side: 3루 / location_detail: 물품보관함 (3루 3층 유아휴게실 옆) (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_SAJIK_013,SAJIK,사직야구장,LOTTE,물품보관함,물품보관함,3층,중앙,3층 2-16 GATE 앞,,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%eb%b6%80%ec%82%b0-%ec%82%ac%ec%a7%81%ec%95%bc%ea%b5%ac%ec%9e%a5-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-%eb%ac%bc%ed%92%88%eb%b3%b4%ea%b4%80%ed%95%a8-3%ec%b8%b5-2-16gate/,2026-09-10,PARTIAL,,[사직야구장 · 롯데 자이언츠] stadium_code: SAJIK / stadium_name: 사직야구장 / team_code: LOTTE / facility_type: 물품보관함 / facility_name: 물품보관함 / floor: 3층 / side: 중앙 / location_detail: 3층 2-16 GATE 앞 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_SAJIK_014,SAJIK,사직야구장,LOTTE,물품보관함,물품보관함,3층,,물품보관함 (3층 패션샵 앞),,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%eb%b6%80%ec%82%b0-%ec%82%ac%ec%a7%81%ec%95%bc%ea%b5%ac%ec%9e%a5-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-%eb%ac%bc%ed%92%88%eb%b3%b4%ea%b4%80%ed%95%a8-3%ec%b8%b5-%ed%8c%a8%ec%85%98%ec%83%b5-%ec%95%9e/,2026-09-10,PARTIAL,,[사직야구장 · 롯데 자이언츠] stadium_code: SAJIK / stadium_name: 사직야구장 / team_code: LOTTE / facility_type: 물품보관함 / facility_name: 물품보관함 / floor: 3층 / location_detail: 물품보관함 (3층 패션샵 앞) (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_SAJIK_015,SAJIK,사직야구장,LOTTE,물품보관함,물품보관함,,외야,물품보관함 (외야 723 GATE),,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%eb%b6%80%ec%82%b0-%ec%82%ac%ec%a7%81%ec%95%bc%ea%b5%ac%ec%9e%a5-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-%eb%ac%bc%ed%92%88%eb%b3%b4%ea%b4%80%ed%95%a8-%ec%99%b8%ec%95%bc-723-gate/,2026-09-10,PARTIAL,,[사직야구장 · 롯데 자이언츠] stadium_code: SAJIK / stadium_name: 사직야구장 / team_code: LOTTE / facility_type: 물품보관함 / facility_name: 물품보관함 / side: 외야 / location_detail: 물품보관함 (외야 723 GATE) (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
SC_FAC_CHANGWON_001,CHANGWON,창원 NC 파크,NC,굿즈샵,팀스토어,외부,,팀스토어 (경기장 외부),실외,UNOFFICIAL,COMMUNITY_SEATVIEW,myseatcheck.com (자리어때),https://myseatcheck.com/%ec%b0%bd%ec%9b%90nc%ed%8c%8c%ed%81%ac-%ed%8e%b8%ec%9d%98%ec%8b%9c%ec%84%a4-%ed%8c%80%ec%8a%a4%ed%86%a0%ec%96%b4/,2026-09-10,PARTIAL,,[창원 NC 파크 · NC 다이노스] stadium_code: CHANGWON / stadium_name: 창원 NC 파크 / team_code: NC / facility_type: 굿즈샵 / facility_name: 팀스토어 / floor: 외부 / location_detail: 팀스토어 (경기장 외부) / indoor_outdoor: 실외 (공식 확인 전 정보로 정확하지 않을 수 있습니다.)
